t,roll,pitch,yaw
9.02016,-5.26692604,4.51110875,162.363062
9.02516,-5.27813882,4.45838518,162.453017
9.03016,-5.28921982,4.40554701,162.542971
9.03516,-5.30016905,4.35259998,162.632926
9.04016,-5.31098649,4.29954409,162.72288
9.04516,-5.32166642,4.24637933,162.812834
9.05016,-5.33221458,4.19310572,162.902789
9.05516,-5.34263095,4.13972897,162.992743
9.06016,-5.35291554,4.08624909,163.082697
9.06516,-5.36306262,4.0326718,163.172652
9.07016,-5.37307793,3.97898566,163.262606
9.07516,-5.38296145,3.92520784,163.353134
9.08016,-5.39270746,3.87132689,163.443088
9.08516,-5.40231596,3.81734853,163.533042
9.09016,-5.41179269,3.7632785,163.622997
9.09516,-5.4211319,3.70911107,163.712951
9.10016,-5.43033933,3.65485197,163.802905
9.10516,-5.43940925,3.60050119,163.89286
9.11016,-5.44834166,3.54606447,163.982814
9.11516,-5.45713657,3.49153608,164.072769
9.12016,-5.46579969,3.43691601,164.162723
9.12516,-5.4743253,3.38221573,164.252677
9.13016,-5.4827134,3.32742951,164.342632
9.13516,-5.49095827,3.27256307,164.433159
9.14016,-5.49907135,3.21761068,164.523113
9.14516,-5.50704692,3.16257809,164.613068
9.15016,-5.51488498,3.10746528,164.703022
9.15516,-5.52258554,3.05227798,164.792977
9.16016,-5.53014858,2.99701047,164.882931
9.16516,-5.53757411,2.94167421,164.972885
9.17016,-5.54485641,2.88625773,165.06284
9.17516,-5.55200119,2.8307725,165.152794
9.18016,-5.55901419,2.77521851,165.242748
9.18516,-5.56587823,2.71959003,165.332703
9.19016,-5.57261048,2.66389854,165.422657
9.19516,-5.5791995,2.60813828,165.513184
9.20016,-5.585651,2.55230928,165.603139
9.20516,-5.59195927,2.49642297,165.693093
9.21016,-5.59813002,2.44046791,165.783048
9.21516,-5.60416327,2.38445556,165.873002
9.22016,-5.61005327,2.32838591,165.962956
9.22516,-5.61580577,2.27225323,166.052911
9.23016,-5.62141503,2.21606326,166.142865
9.23516,-5.62688677,2.15982172,166.232819
9.24016,-5.63221528,2.10352862,166.322774
9.24516,-5.63740628,2.04717822,166.412728
9.25016,-5.64245404,1.99077625,166.502683
9.25516,-5.64735856,1.93432272,166.59321
9.26016,-5.65212556,1.87782908,166.683164
9.26516,-5.65674933,1.82127815,166.773119
9.27016,-5.66122986,1.76468711,166.863073
9.27516,-5.66557288,1.70805596,166.953027
9.28016,-5.66977266,1.65137324,167.042982
9.28516,-5.67382921,1.59465615,167.132936
9.29016,-5.67774251,1.53789895,167.222891
9.29517,-5.6815183,1.48110164,167.312845
9.30017,-5.68515085,1.42426423,167.402799
9.30517,-5.68864017,1.36739244,167.492754
9.31017,-5.69198624,1.310492,167.582708
9.31517,-5.6951948,1.25355145,167.673235
9.32017,-5.6982544,1.19658226,167.76319
9.32517,-5.70117648,1.13958442,167.853144
9.33017,-5.70395533,1.08255793,167.943099
9.33517,-5.70659093,1.02550279,168.033053
9.34017,-5.7090833,0.968424733,168.123007
9.34517,-5.71143243,0.911318029,168.212962
9.35017,-5.71363831,0.854194136,168.302916
9.35517,-5.71570096,0.797047325,168.39287
9.36017,-5.71762037,0.739877596,168.482825
9.36517,-5.71940227,0.682690678,168.572779
9.37017,-5.7210352,0.625486571,168.662734
9.37517,-5.72253062,0.568267567,168.753261
9.38017,-5.72387707,0.51103424,168.843215
9.38517,-5.72508601,0.453788307,168.93317
9.39017,-5.72614598,0.396530342,169.023124
9.39517,-5.72706844,0.33926321,169.113078
9.40017,-5.72784194,0.281986911,169.203033
9.40517,-5.72847792,0.224703736,169.292987
9.41017,-5.72896494,0.167415404,169.382941
9.41517,-5.72931444,0.110122489,169.472896
9.42017,-5.72951497,0.0528269383,169.56285
9.42517,-5.729578,-0.00446994747,169.652805
9.43017,-5.72949206,-0.0617665697,169.742759
9.43517,-5.7292686,-0.119061777,169.833286
9.44017,-5.72890191,-0.176354119,169.923241
9.44517,-5.72838625,-0.233641878,170.013195
9.45017,-5.72773308,-0.290923907,170.103149
9.45517,-5.72693093,-0.34819906,170.193104
9.46017,-5.72599128,-0.405465046,170.283058
9.46517,-5.72490266,-0.462720719,170.373013
9.47017,-5.72367653,-0.519964933,170.462967
9.47517,-5.72230717,-0.577197688,170.552921
9.48017,-5.72078883,-0.634413254,170.642876
9.48517,-5.71913298,-0.691611631,170.73283
9.49017,-5.71733389,-0.748798549,170.822784
9.49517,-5.71539156,-0.805962549,170.913312
9.50017,-5.71330027,-0.863109359,171.003266
9.50517,-5.71107146,-0.920233252,171.09322
9.51017,-5.70869942,-0.977334227,171.183175
9.51517,-5.70618413,-1.03440655,171.273129
9.52017,-5.70353134,-1.09145596,171.363084
9.52517,-5.70072957,-1.14848245,171.453038
9.53017,-5.69778457,-1.20547456,171.542992
9.53517,-5.69470206,-1.26243803,171.632947
9.54017,-5.69147631,-1.31937284,171.722901
9.54517,-5.68810731,-1.37626755,171.812855
9.55017,-5.68459508,-1.43313362,171.90281
9.55517,-5.68093961,-1.4899653,171.993337
9.56017,-5.6771409,-1.54675688,172.083292
9.56517,-5.67320468,-1.60350835,172.173246
9.57017,-5.66912522,-1.66021971,172.2632
9.57517,-5.66490252,-1.71689097,172.353155
9.58017,-5.66054231,-1.77352211,172.443109
9.58517,-5.65603314,-1.83010743,172.533063
9.59017,-5.65139218,-1.8866469,172.623018
9.59517,-5.64660225,-1.94313481,172.712972
9.60017,-5.64167481,-1.99957689,172.802927
9.60517,-5.63660414,-2.05597312,172.892881
9.61017,-5.63139595,-2.11231206,172.982835
9.61517,-5.62604453,-2.16859944,173.073363
9.62017,-5.62054986,-2.22483524,173.163317
9.62517,-5.61491769,-2.28101376,173.253271
9.63017,-5.609148,-2.33713497,173.343226
9.63517,-5.60323508,-2.39319889,173.43318
9.64017,-5.59717891,-2.44920552,173.523135
9.64517,-5.59098524,-2.50514339,173.613089
9.65017,-5.58465405,-2.56102396,173.703043
9.65517,-5.57817963,-2.61684151,173.792998
9.66017,-5.5715677,-2.67259031,173.882952
9.66517,-5.56481826,-2.72827607,173.972906
9.67017,-5.55792557,-2.78388736,174.062861
9.67517,-5.55089538,-2.83943562,174.153388
9.68017,-5.54372768,-2.89490939,174.243342
9.68517,-5.53642247,-2.95030868,174.333297
9.69017,-5.52897974,-3.00563922,174.423251
9.69517,-5.52139378,-3.06089527,174.513206
9.70017,-5.51367031,-3.1160711,174.60316
9.70517,-5.50581506,-3.17116672,174.693114
9.71017,-5.49781657,-3.22618786,174.783069
9.71517,-5.48968057,-3.28112879,174.873023
9.72017,-5.48141279,-3.33598377,174.962977
9.72517,-5.47300177,-3.39075853,175.052932
9.73018,-5.46445897,-3.44544735,175.142886
9.73518,-5.45577293,-3.50005023,175.233414
9.74018,-5.44695511,-3.55456144,175.323368
9.74518,-5.43799978,-3.60899243,175.413322
9.75018,-5.42891266,-3.66332602,175.503277
9.75518,-5.41968231,-3.71756793,175.593231
9.76018,-5.41032018,-3.7717239,175.683185
9.76518,-5.40082627,-3.82577674,175.77314
9.77018,-5.39119485,-3.87973791,175.863094
9.77518,-5.38142592,-3.93360167,175.953049
9.78018,-5.37152521,-3.98736803,176.043003
9.78518,-5.36148699,-4.04103699,176.132957
9.79018,-5.35131699,-4.09460281,176.222912
9.79518,-5.34101521,-4.1480655,176.313439
9.80018,-5.33058165,-4.20142506,176.403393
9.80518,-5.32001058,-4.25468149,176.493348
9.81018,-5.30930772,-4.30782906,176.583302
9.81518,-5.29846736,-4.36086776,176.673257
9.82018,-5.28750095,-4.4137976,176.763211
9.82518,-5.27639703,-4.46661858,176.853165
9.83018,-5.26516706,-4.5193307,176.94312
9.83518,-5.2538053,-4.57192249,177.033074
9.84018,-5.24230604,-4.62440543,177.123028
9.84518,-5.23068073,-4.67677377,177.212983
9.85018,-5.21892363,-4.72902179,177.302937
9.85518,-5.20703476,-4.78115522,177.393464
9.86018,-5.1950141,-4.8331626,177.483419
9.86518,-5.1828674,-4.88505539,177.573373
9.87018,-5.17058891,-4.93682213,177.663328
9.87518,-5.15818437,-4.98846854,177.753282
9.88018,-5.14564806,-5.03998891,177.843236
9.88518,-5.13298569,-5.09138322,177.933191
9.89018,-5.12019154,-5.14265149,178.023145
9.89518,-5.10727134,-5.19378797,178.113099
9.90018,-5.09421937,-5.24479841,178.203054
9.90518,-5.08104707,-5.29567706,178.293008
9.91018,-5.06774299,-5.3464182,178.382963
9.91518,-5.05431286,-5.39703329,178.47349
9.92018,-5.04075667,-5.44751088,178.563444
9.92518,-5.02707444,-5.49785095,178.653399
9.93018,-5.01326616,-5.54805351,178.743353
9.93518,-4.99933182,-5.59811856,178.833307
9.94018,-4.98527717,-5.64804038,178.923262
9.94518,-4.97109073,-5.69782468,179.013216
9.95018,-4.95678398,-5.74745428,179.103171
9.95518,-4.9423569,-5.79695784,179.193125
9.96018,-4.92779804,-5.8462895,179.283079
9.96518,-4.91312459,-5.89550658,179.373034
9.97018,-4.89832509,-5.94455177,179.462988
9.97518,-4.88339954,-5.99348236,179.553515
9.98018,-4.86835367,-6.04224107,179.64347
9.98518,-4.85318748,-6.09088519,179.733424
9.99018,-4.83790096,-6.13930012,179.823378
9.99518,-4.8224884,-6.18760047,179.913333
10.0002,-4.80696124,-6.23578622,-179.99671
10.0052,-4.79131377,-6.28374278,-179.906755
10.0102,-4.77554024,-6.33158476,-179.816801
10.0152,-4.75965212,-6.37925485,-179.726847
10.0202,-4.74364368,-6.42681035,-179.636892
10.0252,-4.72752064,-6.47413666,-179.546938
10.0302,-4.71127156,-6.52134838,-179.456983
10.0352,-4.69490789,-6.56838822,-179.366456
10.0402,-4.67842962,-6.61525617,-179.276502
10.0452,-4.66183103,-6.66195223,-179.186547
10.0502,-4.64511785,-6.7084764,-179.096593
10.0552,-4.62829008,-6.75482869,-179.006639
10.0602,-4.61134772,-6.80106638,-178.916684
10.0652,-4.59428504,-6.84707489,-178.82673
10.0702,-4.57710776,-6.89291152,-178.736775
10.0752,-4.55982163,-6.93863355,-178.646821
10.0802,-4.54241517,-6.9841264,-178.556867
10.0852,-4.52489985,-7.02944736,-178.466912
10.0902,-4.50726994,-7.07465373,-178.376958
10.0952,-4.48952543,-7.11963092,-178.286431
10.1002,-4.47166634,-7.16443622,-178.196476
10.1052,-4.45370411,-7.20906963,-178.106522
10.1102,-4.43562156,-7.25347386,-178.016568
10.1152,-4.41743588,-7.2977635,-177.926613
10.1202,-4.39913561,-7.34182395,-177.836659
10.1252,-4.38072648,-7.38576982,-177.746704
10.1302,-4.36220275,-7.4294865,-177.65675
10.1352,-4.34357589,-7.47297399,-177.566796
10.1402,-4.32484017,-7.5163469,-177.476841
10.1452,-4.30599559,-7.55949062,-177.386887
10.1502,-4.28704215,-7.60246246,-177.296933
10.1552,-4.26797984,-7.6452624,-177.206405
10.1602,-4.2488144,-7.68783317,-177.116451
10.1652,-4.2295401,-7.73023205,-177.026496
10.1702,-4.21016267,-7.77240174,-176.936542
10.1752,-4.19067637,-7.81439955,-176.846588
10.1802,-4.17108695,-7.85622547,-176.756633
10.1852,-4.15139439,-7.8978222,-176.666679
10.1902,-4.1315987,-7.93924705,-176.576725
10.1952,-4.11169987,-7.98050001,-176.48677
10.2002,-4.09169791,-8.0214665,-176.396816
10.2052,-4.07159283,-8.06231839,-176.306861
10.2102,-4.0513846,-8.10294109,-176.216907
10.2152,-4.03107325,-8.14333462,-176.12638
10.2202,-4.01066449,-8.18355626,-176.036425
10.2252,-3.99015833,-8.22354871,-175.946471
10.2302,-3.96954904,-8.26336928,-175.856517
10.2352,-3.94883662,-8.30296066,-175.766562
10.2402,-3.92803252,-8.34232286,-175.676608
10.2452,-3.90712529,-8.38151318,-175.586653
10.2502,-3.88612639,-8.42047431,-175.496699
10.2552,-3.86502435,-8.45920625,-175.406745
10.2602,-3.84382491,-8.49776631,-175.31679
10.2652,-3.8225338,-8.53609719,-175.226836
10.2702,-3.80114528,-8.57425618,-175.136882
10.2752,-3.77965937,-8.61212869,-175.046354
10.2802,-3.75808178,-8.64982932,-174.9564
10.2852,-3.73641251,-8.68730076,-174.866446
10.2902,-3.71464585,-8.72454301,-174.776491
10.2952,-3.69278751,-8.76161338,-174.686537
10.3002,-3.67083749,-8.79839727,-174.596582
10.3052,-3.64879581,-8.83500928,-174.506628
10.3102,-3.62666245,-8.8713921,-174.416674
10.3152,-3.60443741,-8.90754573,-174.326719
10.3202,-3.58212071,-8.94347019,-174.236765
10.3252,-3.55971806,-8.97916546,-174.146811
10.3302,-3.53722373,-9.01468884,-174.056856
10.3352,-3.51464347,-9.04992575,-173.966329
10.3402,-3.49197726,-9.08499076,-173.876374
10.3452,-3.46921937,-9.1197693,-173.78642
10.3502,-3.44637554,-9.15437595,-173.696466
10.3552,-3.42344577,-9.18869613,-173.606511
10.3602,-3.40043006,-9.22284441,-173.516557
10.3652,-3.37733413,-9.25670622,-173.426603
10.3702,-3.35414653,-9.29039614,-173.336648
10.3752,-3.33087871,-9.32379958,-173.246694
10.3802,-3.30752495,-9.35697383,-173.156739
10.3852,-3.28409098,-9.3899762,-173.066785
10.3902,-3.26057679,-9.42269209,-172.976831
10.3952,-3.23697666,-9.4551788,-172.886303
10.4002,-3.21330204,-9.48743632,-172.796349
10.4052,-3.18954148,-9.51940737,-172.706395
10.4102,-3.16570071,-9.55120653,-172.61644
10.4152,-3.14178545,-9.58271921,-172.526486
10.4202,-3.11778998,-9.61406,-172.436532
10.4252,-3.09371429,-9.64511431,-172.346577
10.4302,-3.06955839,-9.67593944,-172.256623
10.4352,-3.04533373,-9.70647809,-172.166668
10.4402,-3.02102886,-9.73684485,-172.076714
10.4452,-2.99664951,-9.76692514,-171.98676
10.4502,-2.97218994,-9.79677624,-171.896805
10.4552,-2.94766162,-9.82634086,-171.806278
10.4602,-2.92305881,-9.8557336,-171.716324
10.4652,-2.89838152,-9.88483985,-171.626369
10.4702,-2.87363547,-9.91365963,-171.536415
10.4752,-2.84881494,-9.94230752,-171.44646
10.4802,-2.82391992,-9.97066893,-171.356506
10.4852,-2.79896188,-9.99880116,-171.266552
10.4902,-2.77392935,-10.0266469,-171.176597
10.4952,-2.74882807,-10.0542635,-171.086643
10.5002,-2.72365231,-10.0815936,-170.996689
10.5052,-2.69841351,-10.1087518,-170.906734
10.5102,-2.6731117,-10.1355662,-170.81678
10.5152,-2.6477354,-10.1622087,-170.726252
10.5202,-2.62229607,-10.1885648,-170.636298
10.5252,-2.59679372,-10.2146344,-170.546344
10.5302,-2.57122261,-10.2404748,-170.456389
10.5352,-2.54558848,-10.266086,-170.366435
10.5402,-2.51989132,-10.2914107,-170.276481
10.5452,-2.49413114,-10.316449,-170.186526
10.5502,-2.46830793,-10.341258,-170.096572
10.5552,-2.44242743,-10.3658379,-170.006617
10.5602,-2.41647817,-10.3901313,-169.916663
10.5652,-2.39047161,-10.4141383,-169.826709
10.5702,-2.36440776,-10.437916,-169.736754
10.5752,-2.33828089,-10.4614646,-169.646227
10.5802,-2.31209672,-10.4847267,-169.556273
10.5852,-2.28586098,-10.5077023,-169.466318
10.5902,-2.25956222,-10.5304487,-169.376364
10.5952,-2.23320616,-10.5529086,-169.28641
10.6002,-2.2067928,-10.5750821,-169.196455
10.6052,-2.18032788,-10.5970264,-169.106501
10.6102,-2.15380567,-10.6186842,-169.016546
10.6152,-2.12723188,-10.6401128,-168.926592
10.6202,-2.10060653,-10.661255,-168.836638
10.6252,-2.07392962,-10.6821106,-168.746683
10.6302,-2.04719541,-10.7027371,-168.656729
10.6352,-2.02040963,-10.7230771,-168.566202
10.6402,-1.99357802,-10.7431306,-168.476247
10.6452,-1.96669484,-10.762955,-168.386293
10.6502,-1.93976582,-10.7824355,-168.296338
10.6552,-1.91278524,-10.8017442,-168.206384
10.6602,-1.88575309,-10.8207091,-168.11643
10.6652,-1.8586751,-10.8394448,-168.026475
10.6702,-1.83155701,-10.8578941,-167.936521
10.6752,-1.80438735,-10.8760568,-167.846567
10.6802,-1.77717186,-10.8939904,-167.756612
10.6852,-1.74991625,-10.9116375,-167.666658
10.6902,-1.72261481,-10.9289981,-167.576703
10.6952,-1.69527327,-10.9460723,-167.486176
10.7002,-1.66788589,-10.96286,-167.396222
10.7052,-1.64045267,-10.9794184,-167.306267
10.7102,-1.61298507,-10.9956904,-167.216313
10.7152,-1.58547737,-11.011676,-167.126359
10.7202,-1.55792382,-11.0274323,-167.036404
10.7252,-1.53033591,-11.0428449,-166.94645
10.7302,-1.50270788,-11.0580282,-166.856495
10.7352,-1.47504548,-11.0729251,-166.766541
10.7402,-1.44734297,-11.0875356,-166.676587
10.7452,-1.41960608,-11.1018595,-166.586632
10.7502,-1.39183482,-11.115897,-166.496678
10.7552,-1.36402918,-11.1297053,-166.406151
10.7602,-1.33618343,-11.1431698,-166.316196
10.7652,-1.30830903,-11.1564051,-166.226242
10.7702,-1.28040025,-11.1693539,-166.136288
10.7752,-1.25246283,-11.1820163,-166.046333
10.7802,-1.22449103,-11.1943922,-165.956379
10.7852,-1.19649059,-11.2065389,-165.866424
10.7902,-1.16845576,-11.2183418,-165.77647
10.7952,-1.14039802,-11.2298583,-165.686516
10.8002,-1.1123059,-11.2411456,-165.596561
10.8052,-1.08419086,-11.2521463,-165.506607
10.8102,-1.05604717,-11.2628034,-165.416653
10.8152,-1.02787483,-11.2732312,-165.326125
10.8202,-0.999679581,-11.2833725,-165.236171
10.8252,-0.971455679,-11.2932274,-165.146216
10.8302,-0.94320886,-11.3027958,-165.056262
10.8352,-0.914939122,-11.312135,-164.966308
10.8402,-0.886646466,-11.3211305,-164.876353
10.8452,-0.858336621,-11.3298394,-164.786399
10.8502,-0.829998128,-11.3382619,-164.696445
10.8552,-0.801642447,-11.3464552,-164.60649
10.8602,-0.773263847,-11.3543047,-164.516536
10.8652,-0.744868058,-11.3619251,-164.426581
10.8702,-0.716455081,-11.3692016,-164.336627
10.8752,-0.688024915,-11.376249,-164.2461
10.8802,-0.659571831,-11.3829526,-164.156145
10.8852,-0.631107287,-11.389427,-164.066191
10.8902,-0.602625555,-11.395615,-163.976237
10.8952,-0.574126634,-11.4014591,-163.886282
10.9002,-0.545616254,-11.4070741,-163.796328
10.9052,-0.517090977,-11.4124026,-163.706374
10.9102,-0.488553095,-11.4174447,-163.616419
10.9152,-0.460002607,-11.4221429,-163.526465
10.9202,-0.431441234,-11.426612,-163.43651
10.9252,-0.402868402,-11.4307946,-163.346556
10.9302,-0.374286402,-11.4346907,-163.256602
10.9352,-0.345694089,-11.4383003,-163.166074
10.9402,-0.317093754,-11.4415662,-163.07612
10.9452,-0.288485398,-11.4446029,-162.986166
10.9502,-0.259869594,-11.4473531,-162.896211
10.9552,-0.231247487,-11.4498168,-162.806257
10.9602,-0.202619078,-11.451994,-162.716302
10.9652,-0.173986084,-11.4538848,-162.626348
10.9702,-0.145349081,-11.4554891,-162.536394
10.9752,-0.116708066,-11.4568069,-162.446439
10.9802,-0.0880641868,-11.4577809,-162.356485
10.9852,-0.0594180157,-11.4585257,-162.266531
10.9902,-0.0307701257,-11.4589841,-162.176576
10.9952,-0.00212175441,-11.459156,-162.086049
11.0002,0.0265266856,-11.4590414,-161.996094
11.0052,0.055174461,-11.4586403,-161.90614
11.0102,0.0838208614,-11.4579528,-161.816186
11.0152,0.112465314,-11.4569215,-161.726231
11.0202,0.141106901,-11.455661,-161.636277
11.0252,0.169744478,-11.454114,-161.546323
11.0302,0.198378617,-11.4522805,-161.456368
11.0352,0.227007026,-11.4501606,-161.366414
11.0402,0.255630279,-11.4477541,-161.276459
11.0452,0.284247229,-11.4450612,-161.186505
11.0502,0.312856731,-11.4420819,-161.096551
11.0552,0.341458212,-11.438816,-161.006023
11.0602,0.370051671,-11.4352064,-160.916069
11.0652,0.398635389,-11.4313675,-160.826115
11.0702,0.427209368,-11.4272423,-160.73616
11.0752,0.455773033,-11.4228305,-160.646206
11.0802,0.484324666,-11.4181322,-160.556252
11.0852,0.51286484,-11.4131475,-160.466297
11.0902,0.541391836,-11.4078763,-160.376343
11.0952,0.569905081,-11.4023186,-160.286388
11.1002,0.598402856,-11.3964744,-160.196434
11.1052,0.626890318,-11.3903438,-160.10648
11.1102,0.655354861,-11.3839266,-160.016525
11.1152,0.683807946,-11.3772803,-159.925998
11.1202,0.712243841,-11.3702902,-159.836044
11.1252,0.740662548,-11.3630137,-159.746089
11.1302,0.769058337,-11.3554506,-159.656135
11.1352,0.797442666,-11.3476011,-159.56618
11.1402,0.825798348,-11.3395224,-159.476226
11.1452,0.85413684,-11.3310999,-159.386272
11.1502,0.882458144,-11.3224483,-159.296317
11.1552,0.910750801,-11.3134528,-159.206363
11.1602,0.939026268,-11.3042282,-159.116409
11.1652,0.967273088,-11.2946598,-159.026454
11.1702,0.995496989,-11.2848622,-158.9365
11.1752,1.02369797,-11.2747782,-158.845972
11.1802,1.05187604,-11.2644076,-158.756018
11.1852,1.08002545,-11.2537506,-158.666064
11.1902,1.10814622,-11.2428071,-158.576109
11.1952,1.13623834,-11.2315772,-158.486155
11.2002,1.16430182,-11.2200607,-158.396201
11.2052,1.19233664,-11.2082578,-158.306246
11.2102,1.22034282,-11.1962257,-158.216292
11.2152,1.24832035,-11.1838498,-158.126337
11.2202,1.2762635,-11.1712447,-158.036383
11.2252,1.304178,-11.1583532,-157.946429
11.2302,1.33205813,-11.1451751,-157.856474
11.2352,1.35990388,-11.1317106,-157.765947
11.2402,1.38771525,-11.1179596,-157.675993
11.2452,1.41549797,-11.1039795,-157.586038
11.2502,1.44324059,-11.0896555,-157.496084
11.2552,1.4709431,-11.0751024,-157.40613
11.2602,1.49861696,-11.0602628,-157.316175
11.2652,1.52624499,-11.0451367,-157.226221
11.2702,1.55384436,-11.0297241,-157.136266
11.2752,1.58139791,-11.0140251,-157.046312
11.2802,1.60891134,-10.9980969,-156.956358
11.2852,1.6363904,-10.9818822,-156.866403
11.2902,1.66382361,-10.965381,-156.776449
11.2952,1.69121673,-10.9485933,-156.685922
11.3002,1.71856973,-10.9315192,-156.595967
11.3052,1.7458769,-10.9142158,-156.506013
11.3102,1.77313823,-10.896626,-156.416058
11.3152,1.80035946,-10.8787497,-156.326104
11.3202,1.82753485,-10.860587,-156.23615
11.3252,1.8546644,-10.842195,-156.146195
11.3302,1.88174811,-10.8235166,-156.056241
11.3352,1.90878026,-10.8045517,-155.966287
11.3402,1.9357723,-10.7853576,-155.876332
11.3452,1.96270705,-10.7658198,-155.786378
11.3502,1.98960169,-10.7460527,-155.696423
11.3552,2.01643903,-10.7260565,-155.605896
11.3602,2.04323054,-10.7057738,-155.515942
11.3652,2.06997048,-10.6852046,-155.425987
11.3702,2.09665886,-10.6643489,-155.336033
11.3752,2.12329566,-10.6432641,-155.246079
11.3802,2.14987518,-10.6218928,-155.156124
11.3852,2.17640312,-10.600235,-155.06617
11.3902,2.2028795,-10.578348,-154.976216
11.3952,2.22929859,-10.5561745,-154.886261
11.4002,2.25566037,-10.5337719,-154.796307
11.4052,2.28196487,-10.5110827,-154.706352
11.4102,2.30821779,-10.4881071,-154.616398
11.4152,2.33440769,-10.4649023,-154.525871
11.4202,2.3605403,-10.4414111,-154.435916
11.4252,2.38661561,-10.4176906,-154.345962
11.4302,2.41263362,-10.3936837,-154.256008
11.4352,2.43858861,-10.3694476,-154.166053
11.4402,2.46448057,-10.344925,-154.076099
11.4452,2.49030951,-10.3201732,-153.986144
11.4502,2.51608115,-10.2951349,-153.89619
11.4552,2.54178977,-10.2698102,-153.806236
11.4602,2.56742963,-10.2443136,-153.716281
11.4652,2.5930122,-10.2184732,-153.626327
11.4702,2.61852601,-10.1924036,-153.536373
11.4752,2.64397106,-10.1661048,-153.445845
11.4802,2.66935882,-10.1395196,-153.355891
11.4852,2.6946721,-10.1127052,-153.265936
11.4902,2.71992235,-10.0856616,-153.175982
11.4952,2.74510385,-10.0583315,-153.086028
11.5002,2.77021086,-10.0307722,-152.996073
11.5052,2.79525484,-10.0029265,-152.906119
11.5102,2.82023007,-9.97485152,-152.816165
11.5152,2.84513082,-9.94649011,-152.72621
11.5202,2.86996281,-9.91795681,-152.636256
11.5252,2.89472032,-9.88913704,-152.546301
11.5302,2.91940907,-9.86003078,-152.456347
11.5352,2.94402333,-9.83075264,-152.36582
11.5402,2.96856312,-9.80118801,-152.275865
11.5452,2.99302841,-9.77133691,-152.185911
11.5502,3.01741923,-9.74131392,-152.095957
11.5552,3.04173556,-9.71100446,-152.006002
11.5602,3.0659774,-9.68046581,-151.916048
11.5652,3.09013903,-9.64969797,-151.826094
11.5702,3.11422618,-9.61864366,-151.736139
11.5752,3.13823311,-9.58741746,-151.646185
11.5802,3.16216556,-9.55590478,-151.55623
11.5852,3.18601206,-9.52416292,-151.466276
11.5902,3.20978408,-9.49219187,-151.376322
11.5952,3.23347589,-9.45993435,-151.285794
11.6002,3.25708748,-9.42750494,-151.19584
11.6052,3.28061312,-9.39478905,-151.105886
11.6102,3.30406429,-9.36190127,-151.015931
11.6152,3.32742378,-9.32872701,-150.925977
11.6202,3.35070878,-9.29532357,-150.836022
11.6252,3.37390211,-9.26169095,-150.746068
11.6302,3.39701523,-9.22788644,-150.656114
11.6352,3.4200424,-9.19379545,-150.566159
11.6402,3.44298363,-9.15947528,-150.476205
11.6452,3.46583892,-9.12492592,-150.386251
11.6502,3.48860826,-9.09014738,-150.296296
11.6552,3.51129166,-9.05513966,-150.205769
11.6602,3.53388912,-9.01990276,-150.115814
11.6652,3.5563949,-8.98443667,-150.02586
11.6702,3.57880901,-8.9487987,-149.935906
11.6752,3.60113718,-8.91287424,-149.845951
11.6802,3.62337367,-8.8767779,-149.755997
11.6852,3.64552422,-8.84039508,-149.666043
11.6902,3.66757736,-8.80384037,-149.576088
11.6952,3.68954456,-8.76705648,-149.486134
11.7002,3.71141436,-8.73004341,-149.396179
11.7052,3.73319249,-8.69285845,-149.306225
11.7102,3.75487894,-8.65538701,-149.216271
11.7152,3.77647372,-8.61774368,-149.125743
11.7202,3.7979711,-8.57987117,-149.035789
11.7252,3.81937107,-8.54176947,-148.945835
11.7302,3.84067937,-8.50349589,-148.85588
11.7352,3.86189027,-8.46493583,-148.765926
11.7402,3.88300377,-8.42620389,-148.675972
11.7452,3.90401986,-8.38730005,-148.586017
11.7502,3.92494428,-8.34816703,-148.496063
11.7552,3.94576556,-8.30880483,-148.406108
11.7602,3.96648372,-8.26921345,-148.316154
11.7652,3.9871102,-8.22945018,-148.2262
11.7702,4.00763355,-8.18951502,-148.136245
11.7752,4.02805949,-8.14929338,-148.045718
11.7802,4.0483823,-8.10889986,-147.955764
11.7852,4.06860199,-8.06833444,-147.865809
11.7902,4.08872426,-8.02753985,-147.775855
11.7952,4.10874341,-7.98657337,-147.6859
11.8002,4.12865942,-7.9453777,-147.595946
11.8052,4.1484723,-7.90401015,-147.505992
11.8102,4.16817632,-7.86241341,-147.416037
11.8152,4.18778294,-7.82064479,-147.326083
11.8202,4.20728069,-7.77864698,-147.236129
11.8252,4.22667531,-7.73647729,-147.146174
11.8302,4.2459668,-7.6941357,-147.05622
11.8352,4.26514943,-7.65156494,-146.965693
11.8402,4.28422319,-7.60882229,-146.875738
11.8452,4.30319383,-7.56585045,-146.785784
11.8502,4.3220556,-7.52276403,-146.695829
11.8552,4.34080851,-7.47944842,-146.605875
11.8602,4.35945255,-7.43590362,-146.515921
11.8652,4.37798774,-7.39224424,-146.425966
11.8702,4.39641406,-7.34835567,-146.336012
11.8752,4.41473152,-7.30429522,-146.246058
11.8802,4.43293439,-7.26006288,-146.156103
11.8852,4.4510284,-7.21565865,-146.066149
11.8902,4.46901354,-7.17102523,-145.976194
11.8952,4.4868841,-7.12627723,-145.885667
11.9002,4.50464579,-7.08130004,-145.795713
11.9052,4.52229289,-7.03615097,-145.705758
