time_s,ax,ay,az,gx,gy,gz,odo_rvel,odo_lvel,odo_rpos,odo_lpos,opt_sumx,opt_sumy
160.725,-0.196624,0.140959,10.9633,0.0141147,0.0130495,0.956474,0.098,-0.098,-1.201,1.364,1.19394,-1.10939
160.728,-0.398635,0.0951695,8.93157,0.0141147,0.0130495,0.956474,0.098,-0.098,-1.2,1.364,1.19368,-1.10913
160.733,-0.30975,0.526126,9.17219,0.00838895,0.00146474,0.960335,0.103,-0.098,-1.2,1.364,1.19334,-1.10879
160.736,-0.321422,0.368109,9.00429,0.00838895,0.00146474,0.960335,0.103,-0.098,-1.2,1.363,1.19299,-1.10844
160.74,0.0646434,0.246004,9.71178,0.00838895,0.00146474,0.960335,0.103,-0.098,-1.199,1.363,1.19273,-1.10827
160.745,-0.117615,0.0035913,10.1338,-0.00732369,0.0110521,0.974051,0.103,-0.098,-1.198,1.363,1.19212,-1.10757
160.748,0.0799065,0.0377087,10.0467,-0.00732369,0.0110521,0.974051,0.103,-0.094,-1.198,1.362,1.19178,-1.10731
160.752,-0.00987608,-0.1239,9.42448,0.00173105,0.0211721,0.98963,0.103,-0.094,-1.198,1.362,1.1916,-1.10714
160.757,-0.10325,-0.257676,9.75847,0.00173105,0.0211721,0.98963,0.098,-0.098,-1.197,1.361,1.19108,-1.10662
160.76,-0.160711,-0.237924,9.87339,0.00173105,0.0211721,0.98963,0.103,-0.098,-1.197,1.361,1.19065,-1.10619
160.765,-0.0826,-0.298976,9.52683,0.0256995,0.0138484,0.980842,0.103,-0.094,-1.197,1.361,1.19022,-1.10575
160.768,0.286406,-0.267552,10.1266,0.0256995,0.0138484,0.980842,0.103,-0.098,-1.196,1.36,1.18996,-1.10541
160.772,0.02065,0,9.46578,0,0.00878843,0.962067,0.098,-0.098,-1.196,1.36,1.18961,-1.10506
160.777,-0.257676,0.0511761,9.64175,0,0.00878843,0.962067,0.103,-0.098,-1.195,1.359,1.18909,-1.10463
160.78,-0.126593,0.0754174,10.0108,0,0.00878843,0.962067,0.103,-0.103,-1.195,1.359,1.18883,-1.10437
160.785,-0.246902,0.11133,10.3869,-0.0283627,0.0163784,0.956873,0.098,-0.103,-1.195,1.358,1.1884,-1.10393
160.788,-0.228048,0.29718,10.1059,-0.0283627,0.0163784,0.956873,0.098,-0.103,-1.194,1.358,1.18805,-1.10359
160.792,-0.0314239,0.176872,9.83388,0.00146474,0.0316916,0.972586,0.098,-0.103,-1.194,1.358,1.18788,-1.10341
160.797,-0.2891,0.105046,9.52054,0.00146474,0.0316916,0.972586,0.103,-0.098,-1.193,1.357,1.18745,-1.10298
160.8,0.0107739,-0.0790087,10.1625,0.00146474,0.0316916,0.972586,0.098,-0.098,-1.193,1.357,1.18693,-1.10255
160.805,0.181361,-0.1239,10.8377,0.0173105,0.0319579,0.992027,0.098,-0.098,-1.193,1.357,1.18649,-1.10211
160.809,0.209193,-0.257676,10.7084,0.0173105,0.0319579,0.992027,0.103,-0.098,-1.192,1.356,1.18615,-1.10177
160.812,0.25588,-0.0888847,9.84825,0.0114516,0.0167779,0.987367,0.103,-0.098,-1.192,1.356,1.1858,-1.10142
160.817,-0.0341174,0.149039,9.24491,0.0114516,0.0167779,0.987367,0.103,-0.098,-1.191,1.355,1.18545,-1.10099
160.82,-0.0610521,0.166996,9.22067,0.0114516,0.0167779,0.987367,0.103,-0.098,-1.191,1.355,1.18511,-1.10064
160.824,-0.208296,0.0960673,9.73512,0.00745685,-0.0189084,0.968724,0.103,-0.098,-1.191,1.355,1.18476,-1.1003
160.829,-0.0457891,0.228048,10.6024,0.00745685,-0.0189084,0.968724,0.103,-0.098,-1.19,1.354,1.18433,-1.09986
160.832,-0.345663,0.265756,10.0332,-0.00945422,-0.0103863,0.970589,0.103,-0.098,-1.19,1.354,1.18398,-1.09952
160.837,0.0691326,0.0035913,9.79887,-0.00945422,-0.0103863,0.970589,0.103,-0.103,-1.189,1.353,1.18355,-1.09917
160.84,-0.411204,0.126593,9.13897,-0.00945422,-0.0103863,0.970589,0.103,-0.103,-1.189,1.353,1.18329,-1.09882
160.844,-0.0790087,-0.00718261,9.48822,0.00253,0.00532632,0.984171,0.103,-0.103,-1.189,1.353,1.18285,-1.09848
160.849,0.113126,-0.138265,9.69203,0.00253,0.00532632,0.984171,0.103,-0.098,-1.188,1.352,1.18259,-1.09813
160.852,-0.234332,-0.350152,10.3789,0.0182426,0.0234358,0.993226,0.103,-0.098,-1.188,1.352,1.18207,-1.0977
160.857,0.0556652,-0.184054,10.343,0.0182426,0.0234358,0.993226,0.103,-0.098,-1.187,1.351,1.18173,-1.09735
160.861,-0.0592565,-0.156222,9.64085,0.0146474,0.0130495,0.986701,0.098,-0.098,-1.187,1.351,1.18138,-1.097
160.864,-0.262165,-0.180463,9.78361,0.0146474,0.0130495,0.986701,0.103,-0.098,-1.186,1.351,1.18103,-1.09666
160.869,-0.343867,0.262165,8.86693,0.0146474,0.0130495,0.986701,0.103,-0.098,-1.186,1.35,1.18052,-1.09622
160.876,-0.501885,0.136469,8.94324,0.00306263,-0.0133158,0.967792,0.103,-0.103,-1.186,1.35,1.18026,-1.09588
160.876,-0.411204,0.171485,9.71178,0.00306263,-0.0133158,0.967792,0.103,-0.098,-1.185,1.349,1.18008,-1.09579
160.881,-0.0305261,0.234332,11.0343,0.000932106,0.0158458,0.973651,0.103,-0.098,-1.185,1.349,1.17939,-1.0951
160.884,-0.0583587,0.307056,11.1133,0.000932106,0.0158458,0.973651,0.103,-0.098,-1.184,1.349,1.17913,-1.09484
160.889,-0.440832,0.0538695,10.1293,0.000932106,0.0158458,0.973651,0.103,-0.103,-1.184,1.348,1.17861,-1.0944
160.892,0.0520739,0.236128,9.56184,0.0123837,0.0335558,0.990163,0.103,-0.103,-1.184,1.348,1.17835,-1.09406
160.896,-0.314239,0.000897826,9.4137,0.0123837,0.0335558,0.990163,0.103,-0.103,-1.183,1.347,1.17792,-1.09362
160.901,-0.186748,-0.0170587,10.1095,0.00545948,0.0141147,1.00228,0.107,-0.098,-1.182,1.347,1.17748,-1.09319
160.904,0.176872,-0.131083,10.3106,0.00545948,0.0141147,1.00228,0.103,-0.098,-1.182,1.347,1.17714,-1.09293
160.909,-0.0852934,-0.360028,10.1912,0.00545948,0.0141147,1.00228,0.103,-0.103,-1.182,1.346,1.17679,-1.0925
160.912,0.200215,-0.377985,10.2963,0.00133158,0.0161121,1.00055,0.103,-0.098,-1.182,1.346,1.17644,-1.09215
160.916,0.417489,-0.252289,10.4776,0.00133158,0.0161121,1.00055,0.103,-0.098,-1.181,1.345,1.17627,-1.09198
160.921,0,0.0413,9.72255,0.00133158,0.0161121,1.00055,0.103,-0.103,-1.18,1.345,1.17575,-1.09155
160.924,-0.0870891,0.107739,8.96389,0.00932106,-0.00133158,0.977113,0.103,-0.103,-1.18,1.344,1.17532,-1.09111
160.928,0.0799065,0.306159,9.2503,0.00932106,-0.00133158,0.977113,0.098,-0.098,-1.18,1.344,1.17506,-1.09085
160.933,-0.263063,0.0834978,10.2568,0.00173105,0.00253,0.973518,0.103,-0.098,-1.179,1.344,1.17471,-1.09051
160.936,-0.346561,0.147243,10.1795,0.00173105,0.00253,0.973518,0.103,-0.103,-1.179,1.343,1.17419,-1.08999
160.941,-0.0116717,0.123002,10.8206,0.00173105,0.00253,0.973518,0.103,-0.103,-1.179,1.343,1.17376,-1.08964
160.944,-0.391452,-0.0457891,10.1822,0.00572579,0.0165116,0.986035,0.103,-0.103,-1.178,1.342,1.17341,-1.08929
160.948,-0.236128,-0.131083,9.45859,0.00572579,0.0165116,0.986035,0.103,-0.098,-1.178,1.342,1.17298,-1.08895
160.953,0.343867,-0.0125696,9.40383,0.0181095,0.00479369,0.996155,0.103,-0.103,-1.177,1.342,1.17255,-1.08843
160.956,0.246004,0.204704,9.24222,0.0181095,0.00479369,0.996155,0.098,-0.103,-1.177,1.341,1.1722,-1.08817
160.961,0.189441,-0.202011,9.71447,0.0181095,0.00479369,0.996155,0.103,-0.098,-1.176,1.341,1.17185,-1.08782
160.964,-0.0035913,0.150835,10.2541,0.0189084,0.01012,0.994957,0.103,-0.098,-1.176,1.34,1.17151,-1.08747
160.968,-0.0951695,0.0278326,9.85813,0.0189084,0.01012,0.994957,0.103,-0.103,-1.176,1.34,1.17107,-1.08704
160.973,-0.0664391,0.0852934,9.52324,0.0106526,0.0186421,0.9875,0.103,-0.103,-1.175,1.34,1.17081,-1.08678
160.976,-0.315137,0.223559,9.72255,0.0106526,0.0186421,0.9875,0.103,-0.098,-1.175,1.339,1.17038,-1.08635
160.981,-0.360926,0.341174,9.63008,0.0106526,0.0186421,0.9875,0.103,-0.103,-1.175,1.339,1.16995,-1.08591
160.985,-0.228048,0.0493804,10.2837,0.00213053,0.0255663,0.985636,0.103,-0.103,-1.174,1.338,1.1696,-1.08557
160.988,-0.4956,0.0763152,9.84107,0.00213053,0.0255663,0.985636,0.103,-0.103,-1.174,1.338,1.16925,-1.08513
160.993,-0.2065,0.267552,9.43435,-0.00506,0.0419448,0.994424,0.103,-0.098,-1.173,1.338,1.16873,-1.0847
160.996,-0.210091,-0.0323217,10.026,-0.00506,0.0419448,0.994424,0.107,-0.103,-1.173,1.337,1.16839,-1.08436
161,-0.159813,-0.163404,10.4624,-0.00506,0.0419448,0.994424,0.103,-0.103,-1.172,1.337,1.16821,-1.08418
161.005,-0.127491,-0.190339,10.009,0.000399474,0.0406132,1.00907,0.103,-0.103,-1.172,1.336,1.16752,-1.08349
161.008,-0.219967,-0.163404,9.92367,0.000399474,0.0406132,1.00907,0.107,-0.098,-1.171,1.336,1.16726,-1.08323
161.013,-0.0987608,-0.0915782,9.00699,0.00559264,0.0105195,1.00814,0.103,-0.103,-1.171,1.335,1.16683,-1.0828
161.016,0.00179565,-0.11582,9.40472,0.00559264,0.0105195,1.00814,0.103,-0.103,-1.171,1.335,1.16657,-1.08254
161.02,-0.635661,-0.127491,10.2325,0.00559264,0.0105195,1.00814,0.107,-0.098,-1.17,1.335,1.16613,-1.0821
161.025,-0.332195,-0.11133,10.6285,0.0110521,0.00332895,0.996155,0.103,-0.103,-1.17,1.334,1.16561,-1.08167
161.028,0.211887,-0.0404022,10.8089,0.0110521,0.00332895,0.996155,0.103,-0.103,-1.169,1.334,1.16535,-1.08132
161.033,-0.275632,0.149039,8.81575,0.00466053,0.0107858,0.981508,0.107,-0.103,-1.169,1.333,1.16492,-1.08089
161.036,0.00269348,0.0996586,8.83281,0.00466053,0.0107858,0.981508,0.103,-0.103,-1.169,1.333,1.16466,-1.08063
161.04,0.0799065,0.102352,9.49002,0.00466053,0.0107858,0.981508,0.103,-0.103,-1.168,1.333,1.16423,-1.08028
161.045,-0.27653,-0.13198,10.7317,-0.00359527,0.0133158,0.978978,0.107,-0.103,-1.168,1.332,1.1638,-1.07976
161.048,0.0421978,-0.246902,11.4769,-0.00359527,0.0133158,0.978978,0.103,-0.103,-1.167,1.332,1.16345,-1.0795
161.052,0.360028,-0.254085,10.4776,0.00479369,0.0322242,0.995489,0.103,-0.098,-1.167,1.331,1.16328,-1.07933
161.057,-0.142754,-0.353743,8.95402,0.00479369,0.0322242,0.995489,0.107,-0.103,-1.166,1.331,1.16276,-1.07881
161.06,0.234332,-0.202909,9.71358,0.00479369,0.0322242,0.995489,0.103,-0.103,-1.166,1.331,1.16232,-1.07838
161.065,0.439935,0.0583587,10.176,0.0256995,0.00426106,0.986434,0.103,-0.098,-1.166,1.33,1.16189,-1.07794
161.068,-0.357335,0.0852934,9.97035,0.0256995,0.00426106,0.986434,0.103,-0.103,-1.165,1.33,1.16154,-1.07768
161.072,-0.147243,0.17328,10.5306,-0.00173105,0.0123837,0.97232,0.103,-0.103,-1.165,1.329,1.1612,-1.07725
161.077,-0.198419,0.129287,9.68844,-0.00173105,0.0123837,0.97232,0.103,-0.098,-1.164,1.329,1.16076,-1.07682
161.08,-0.548571,0.0960673,9.83209,-0.00173105,0.0123837,0.97232,0.103,-0.103,-1.164,1.328,1.1605,-1.07656
161.085,-0.3717,0.141856,10.3376,-0.0138484,0.010919,0.970189,0.098,-0.103,-1.164,1.328,1.15998,-1.07613
161.088,-0.312443,0.157119,9.38766,-0.0138484,0.010919,0.970189,0.103,-0.103,-1.163,1.328,1.15964,-1.07578
161.092,-0.593463,0.120309,9.74141,0.00985369,0.0195742,0.976048,0.103,-0.103,-1.163,1.327,1.15946,-1.07561
161.097,0.248698,-0.0323217,10.8556,0.00985369,0.0195742,0.976048,0.103,-0.098,-1.162,1.327,1.15894,-1.07517
161.1,0.123002,0.0296282,10.0763,0.00985369,0.0195742,0.976048,0.103,-0.103,-1.162,1.326,1.15851,-1.07474
161.104,0.0341174,-0.140061,10.2226,0.0102532,0.028629,0.991761,0.103,-0.103,-1.162,1.326,1.15816,-1.07448
161.109,0.0341174,-0.00538695,9.93444,0.0102532,0.028629,0.991761,0.107,-0.098,-1.161,1.326,1.15782,-1.07405
161.112,0.124798,0.0466869,9.26197,0.00852211,0.00612527,0.991228,0.103,-0.103,-1.161,1.325,1.1573,-1.07361
161.117,-0.440832,0.226252,9.57351,0.00852211,0.00612527,0.991228,0.103,-0.103,-1.16,1.325,1.15687,-1.07318
161.12,-0.243311,0.0655413,9.165,0.00852211,0.00612527,0.991228,0.103,-0.103,-1.16,1.324,1.15652,-1.07283
161.124,-0.194828,0.0439935,9.92995,0.000798948,0.00599211,0.986701,0.107,-0.103,-1.159,1.324,1.15617,-1.0724
161.129,-0.6608,-0.0888847,10.6689,0.000798948,0.00599211,0.986701,0.103,-0.103,-1.159,1.324,1.15574,-1.07197
161.132,-0.105943,-0.175076,10.0179,-0.00519316,0.0366184,0.983904,0.103,-0.103,-1.159,1.323,1.15539,-1.07171
161.137,-0.0691326,0.0484826,9.28352,-0.00519316,0.0366184,0.983904,0.103,-0.107,-1.158,1.323,1.15496,-1.07127
161.14,-0.0996586,0.0493804,9.09318,-0.00519316,0.0366184,0.983904,0.103,-0.103,-1.158,1.322,1.15461,-1.07093
161.144,0.336685,0.114024,9.82401,0.000932106,0.0366184,0.983904,0.103,-0.103,-1.157,1.322,1.15427,-1.07058
161.149,0.295385,-0.198419,10.7209,0.000932106,0.0366184,0.983904,0.103,-0.103,-1.157,1.322,1.15392,-1.07032
161.152,-0.203806,0.0718261,10.2137,-0.0133158,0.0322242,0.993758,0.103,-0.103,-1.156,1.321,1.15349,-1.06989
161.157,-0.00179565,-0.120309,9.36522,-0.0133158,0.0322242,0.993758,0.103,-0.103,-1.156,1.321,1.15305,-1.06945
161.161,-0.0781108,0.146346,9.48822,0.00346211,0.000932106,0.992826,0.103,-0.098,-1.156,1.32,1.15271,-1.06911
161.164,-0.604237,0.0808043,9.45321,0.00346211,0.000932106,0.992826,0.103,-0.103,-1.155,1.32,1.15236,-1.06876
161.169,-0.0745195,0.110433,10.3008,0.00346211,0.000932106,0.992826,0.103,-0.103,-1.155,1.319,1.15184,-1.06833
161.172,-0.308852,0.0879869,10.1041,0.00346211,0.000932106,0.992826,0.103,-0.103,-1.155,1.319,1.15158,-1.06798
161.176,-0.239719,0.0673369,9.71447,0.0182426,0.00679106,0.986701,0.103,-0.103,-1.154,1.318,1.15141,-1.06781
161.181,0.0691326,0.0879869,9.83299,0.0182426,0.00679106,0.986701,0.103,-0.103,-1.153,1.318,1.15071,-1.0672
161.184,-0.238822,0.0879869,9.60225,-0.00066579,0.0205063,0.983771,0.103,-0.103,-1.153,1.318,1.15045,-1.06686
161.189,-0.18585,0.191237,9.61481,-0.00066579,0.0205063,0.983771,0.107,-0.103,-1.153,1.317,1.15002,-1.06642
161.192,-0.105943,0.0637456,9.82491,-0.00066579,0.0205063,0.983771,0.103,-0.103,-1.152,1.317,1.14967,-1.06608
161.196,0.015263,0.00987608,10.1733,-0.00932106,0.0217048,0.988166,0.103,-0.103,-1.152,1.317,1.14924,-1.06573
161.201,-0.237026,-0.145448,10.3627,-0.00932106,0.0217048,0.988166,0.107,-0.103,-1.151,1.316,1.14881,-1.0653
161.204,-0.0897826,-0.283713,9.56095,0.00213053,0.0199737,0.998019,0.103,-0.103,-1.151,1.316,1.14855,-1.06504
161.209,-0.278326,0.0879869,9.07253,0.00213053,0.0199737,0.998019,0.103,-0.103,-1.151,1.315,1.14812,-1.0646
161.212,0.136469,-0.207398,9.95958,0.00213053,0.0199737,0.998019,0.107,-0.103,-1.15,1.315,1.14777,-1.06426
161.216,-0.150835,0.11582,9.86441,0.0153132,0.00932106,0.997353,0.103,-0.103,-1.15,1.314,1.1476,-1.06408
161.221,-0.404022,-0.14455,9.72166,0.0153132,0.00932106,0.997353,0.103,-0.103,-1.149,1.314,1.1469,-1.06348
161.224,-0.2478,0.121206,10.1068,0.00479369,0.0122505,0.987899,0.107,-0.103,-1.149,1.314,1.14664,-1.06313
161.228,-0.496498,-0.213683,9.9093,0.00479369,0.0122505,0.987899,0.103,-0.103,-1.149,1.313,1.14647,-1.06296
161.233,-0.472256,-0.0664391,9.97125,-0.00133158,0.0154463,0.983106,0.107,-0.103,-1.148,1.313,1.14595,-1.06252
161.236,-0.572813,-0.0305261,9.92816,-0.00133158,0.0154463,0.983106,0.107,-0.103,-1.148,1.312,1.14569,-1.06218
161.241,-0.0592565,-0.0224456,9.36432,-0.00133158,0.0154463,0.983106,0.103,-0.103,-1.147,1.312,1.145,-1.06157
161.244,0.0377087,0.0529717,9.93354,-0.00745685,0.0106526,0.985236,0.107,-0.098,-1.147,1.312,1.14465,-1.06131
161.248,0.360028,0.0305261,10.0925,-0.00745685,0.0106526,0.985236,0.107,-0.103,-1.146,1.311,1.14422,-1.06088
161.253,0.270246,-0.0107739,9.68215,-0.000399474,0.00213053,0.986967,0.103,-0.103,-1.146,1.311,1.14378,-1.06045
161.256,-0.0673369,-0.199317,9.96946,-0.000399474,0.00213053,0.986967,0.107,-0.098,-1.145,1.31,1.14344,-1.06019
161.261,-0.218172,-0.0035913,10.2469,-0.000399474,0.00213053,0.986967,0.107,-0.103,-1.145,1.31,1.14309,-1.05975
161.264,-0.242413,0.0305261,10.6347,0.0230363,-0.00306263,0.983239,0.103,-0.103,-1.145,1.309,1.14274,-1.05949
161.268,-0.225354,-0.00269348,10.3367,0.0230363,-0.00306263,0.983239,0.107,-0.103,-1.144,1.309,1.14257,-1.05923
161.273,-0.482132,-0.015263,9.5403,0.00838895,-0.00878843,0.971521,0.103,-0.103,-1.144,1.309,1.14205,-1.0588
161.276,-0.439037,0.0125696,9.80785,0.00838895,-0.00878843,0.971521,0.103,-0.103,-1.144,1.308,1.14162,-1.05837
161.28,-0.470461,0.172383,9.58249,0.00838895,-0.00878843,0.971521,0.103,-0.103,-1.143,1.308,1.14127,-1.05811
161.285,0.174178,0.420182,9.51965,-0.0155795,0.00625843,0.964996,0.103,-0.107,-1.142,1.307,1.14084,-1.05767
161.288,-0.126593,0.429161,9.47655,-0.0155795,0.00625843,0.964996,0.103,-0.103,-1.142,1.307,1.14041,-1.05724
161.293,-0.126593,0.0700304,10.2164,-0.0110521,0.0211721,0.978312,0.103,-0.103,-1.142,1.307,1.13997,-1.05681
161.296,0.137367,-0.0439935,11.0118,-0.0110521,0.0211721,0.978312,0.103,-0.103,-1.141,1.306,1.13963,-1.05646
161.3,-0.0852934,-0.184952,11.1663,-0.0110521,0.0211721,0.978312,0.103,-0.098,-1.141,1.306,1.13928,-1.05611
161.305,-0.453402,0.130185,9.48912,0.00452737,0.015979,1.00588,0.103,-0.103,-1.14,1.305,1.13876,-1.05559
161.308,-0.149039,0.0475848,9.20541,0.00452737,0.015979,1.00588,0.098,-0.103,-1.14,1.305,1.1385,-1.05533
161.313,-0.325911,0.0574608,8.73315,0.0229032,-0.0211721,0.999084,0.103,-0.098,-1.14,1.305,1.13807,-1.0549
161.316,-0.0664391,0.176872,9.99011,0.0229032,-0.0211721,0.999084,0.103,-0.103,-1.139,1.304,1.13772,-1.05455
161.32,0.162506,-0.0493804,11.1672,0.0229032,-0.0211721,0.999084,0.107,-0.103,-1.139,1.304,1.13737,-1.05421
161.325,-0.0843956,0.0368109,9.97395,0.00292948,0.00279632,0.980709,0.103,-0.103,-1.138,1.303,1.13703,-1.05386
161.328,-0.0942717,-0.0520739,9.95419,0.00292948,0.00279632,0.980709,0.103,-0.103,-1.138,1.303,1.13659,-1.05343
161.333,0.0906804,0.181361,9.41011,-0.0113184,0.0179763,0.973784,0.107,-0.103,-1.138,1.302,1.13607,-1.05299
161.338,-0.283713,-0.0646434,9.42358,-0.0113184,0.0179763,0.973784,0.103,-0.103,-1.137,1.302,1.13573,-1.05265
161.34,-0.224456,-0.143652,10.7667,-0.0113184,0.0179763,0.973784,0.107,-0.107,-1.137,1.302,1.13555,-1.05248
161.345,-0.0395043,-0.177769,10.9167,-0.00719053,0.0270311,0.989098,0.107,-0.103,-1.136,1.301,1.13486,-1.05178
161.348,-0.0655413,-0.281917,10.7362,-0.00719053,0.0270311,0.989098,0.107,-0.103,-1.136,1.301,1.1346,-1.05152
161.352,0.02065,-0.284611,9.88237,0.0173105,0.0195742,0.993625,0.103,-0.103,-1.136,1.3,1.13434,-1.05135
161.357,0.286406,-0.0601543,9.40831,0.0173105,0.0195742,0.993625,0.107,-0.103,-1.135,1.3,1.13373,-1.05066
161.36,-0.226252,0.100556,9.22516,0.0173105,0.0195742,0.993625,0.103,-0.103,-1.135,1.3,1.13347,-1.0504
161.365,-0.50368,-0.14455,10.5369,0.0162453,0.000399474,0.974317,0.103,-0.103,-1.134,1.299,1.13304,-1.05005
161.368,-0.211887,0.13198,10.8008,0.0162453,0.000399474,0.974317,0.107,-0.103,-1.134,1.299,1.1327,-1.0497
161.372,-0.453402,-0.0556652,10.5064,-0.0149137,0.0118511,0.965662,0.103,-0.103,-1.133,1.298,1.13235,-1.04936
161.377,-0.420182,0.00269348,9.87159,-0.0149137,0.0118511,0.965662,0.107,-0.103,-1.133,1.298,1.13183,-1.04884
161.38,-0.333093,-0.097863,8.96299,-0.0149137,0.0118511,0.965662,0.103,-0.103,-1.133,1.297,1.13157,-1.04858
161.385,-0.430058,0.202909,9.81413,-0.00545948,0.0066579,0.965395,0.103,-0.103,-1.132,1.297,1.13114,-1.04823
161.388,-0.104148,-0.0287304,10.4857,-0.00545948,0.0066579,0.965395,0.107,-0.103,-1.132,1.297,1.13079,-1.04788
161.392,0.512658,0.0529717,11.0747,0.00892159,0.0296942,0.975649,0.107,-0.103,-1.131,1.296,1.13053,-1.04771
161.397,0.0879869,-0.157119,9.56813,0.00892159,0.0296942,0.975649,0.103,-0.098,-1.131,1.296,1.12992,-1.0471
161.4,0.404022,-0.114024,9.28531,0.00892159,0.0296942,0.975649,0.103,-0.103,-1.131,1.295,1.12958,-1.04684
161.404,0.166098,0.272939,9.29519,0.0111853,0.00279632,0.980043,0.107,-0.098,-1.13,1.295,1.12932,-1.04658
161.409,-0.289998,0.116717,10.5952,0.0111853,0.00279632,0.980043,0.103,-0.103,-1.129,1.295,1.12897,-1.04615
161.412,-0.403124,0.107739,10.7488,0.0166447,-0.0066579,0.965262,0.103,-0.103,-1.129,1.294,1.12854,-1.04572
161.417,-0.167893,0.0996586,10.3762,0.0166447,-0.0066579,0.965262,0.107,-0.103,-1.129,1.294,1.12802,-1.04528
161.42,-0.416591,0.0879869,9.35534,0.0166447,-0.0066579,0.965262,0.103,-0.103,-1.128,1.293,1.12776,-1.04494
161.424,-0.154426,-0.125696,9.63636,-0.00359527,0.00479369,0.960202,0.103,-0.103,-1.128,1.293,1.12732,-1.04459
161.429,0.177769,0.192135,10.2666,-0.00359527,0.00479369,0.960202,0.103,-0.103,-1.127,1.293,1.12689,-1.04407
161.432,-0.181361,0.11582,9.97035,-0.00359527,0.00479369,0.960202,0.103,-0.103,-1.127,1.292,1.12663,-1.0439
161.437,0.0673369,-0.035913,10.6177,-0.00426106,0.0350206,0.973918,0.103,-0.103,-1.127,1.292,1.12611,-1.04347
161.44,0.210091,0.0987608,10.1733,-0.00426106,0.0350206,0.973918,0.103,-0.103,-1.126,1.291,1.12576,-1.04312
161.444,-0.0493804,-0.13198,9.8689,0.00732369,0.0366184,0.993359,0.103,-0.103,-1.126,1.291,1.12542,-1.04277
161.449,-0.195726,-0.0134674,10.5459,0.00732369,0.0366184,0.993359,0.103,-0.098,-1.125,1.291,1.12507,-1.04243
161.452,-0.341174,0.0673369,9.98203,0.00732369,0.0366184,0.993359,0.103,-0.103,-1.125,1.29,1.12464,-1.04199
161.457,-0.658106,0.281019,10.2675,0.0217048,0.00119842,0.993492,0.103,-0.103,-1.125,1.29,1.12421,-1.04165
161.461,-0.202909,0.0305261,10.1194,0.0217048,0.00119842,0.993492,0.103,-0.103,-1.124,1.289,1.12386,-1.0413
161.464,-0.159813,0.207398,9.75128,0.0150469,-0.0133158,0.977779,0.107,-0.103,-1.124,1.289,1.12351,-1.04087
161.469,-0.465972,0.0439935,9.51785,0.0150469,-0.0133158,0.977779,0.103,-0.103,-1.123,1.288,1.12308,-1.04052
161.472,0.0763152,-0.0511761,9.97215,0.0150469,-0.0133158,0.977779,0.103,-0.103,-1.123,1.288,1.12273,-1.04017
161.476,0.0628478,0.145448,9.91379,-0.00146474,-0.00359527,0.969257,0.107,-0.107,-1.122,1.287,1.12247,-1.04
161.481,-0.237924,0.00538695,9.73423,-0.00146474,-0.00359527,0.969257,0.103,-0.103,-1.122,1.287,1.12178,-1.03931
161.484,0.11582,-0.0215478,9.44602,-0.00426106,0.0247674,0.976847,0.103,-0.103,-1.122,1.287,1.12152,-1.03905
161.489,0.243311,-0.0475848,10.2047,-0.00426106,0.0247674,0.976847,0.107,-0.103,-1.121,1.286,1.12109,-1.03861
161.492,-0.145448,0.126593,10.1607,-0.00426106,0.0247674,0.976847,0.107,-0.103,-1.121,1.286,1.12074,-1.03835
161.496,0.0915782,-0.145448,11.1645,0.0106526,0.0332895,0.990962,0.103,-0.103,-1.12,1.286,1.12039,-1.03792
161.501,0.222661,0.127491,10.1679,0.0106526,0.0332895,0.990962,0.107,-0.103,-1.12,1.285,1.11987,-1.03749
161.504,-0.367211,0.0745195,8.85795,0.0158458,0.0253,0.986035,0.103,-0.103,-1.12,1.285,1.11961,-1.03723
161.509,-0.0430956,0.172383,9.36342,0.0158458,0.0253,0.986035,0.103,-0.103,-1.119,1.284,1.11918,-1.0368
161.512,-0.263961,0.0332195,9.72435,0.0158458,0.0253,0.986035,0.107,-0.107,-1.119,1.284,1.11883,-1.03645
161.516,-0.670676,-0.117615,10.9041,0.00625843,0.013449,0.975782,0.103,-0.103,-1.118,1.283,1.11866,-1.03628
161.521,-0.447117,-0.0834978,11.186,0.00625843,0.013449,0.975782,0.107,-0.103,-1.118,1.283,1.11797,-1.03567
161.524,-0.332195,-0.174178,9.97125,-0.00852211,0.0215716,0.97445,0.107,-0.103,-1.117,1.283,1.11771,-1.03541
161.528,-0.427365,-0.0197522,9.37689,-0.00852211,0.0215716,0.97445,0.103,-0.107,-1.117,1.282,1.11745,-1.03524
161.533,0.0834978,0.0134674,9.93624,-0.00186421,0.00652474,0.978312,0.107,-0.103,-1.116,1.282,1.11693,-1.03472
161.536,0.0574608,0.210989,9.74949,-0.00186421,0.00652474,0.978312,0.107,-0.103,-1.116,1.281,1.1165,-1.03428
161.541,-0.140959,-0.0547674,10.1795,-0.00186421,0.00652474,0.978312,0.103,-0.103,-1.116,1.281,1.11598,-1.03385
161.544,0.328604,0.0906804,10.2199,0.0041279,0.00838895,0.980576,0.103,-0.103,-1.115,1.28,1.11572,-1.03359
161.548,0.109535,0.13198,9.92277,0.0041279,0.00838895,0.980576,0.107,-0.103,-1.115,1.28,1.11528,-1.03316
161.553,-0.237026,0.166098,10.2657,0.00998685,-0.0133158,0.97445,0.103,-0.103,-1.114,1.28,1.11485,-1.03272
