t qw qx qy qz px py pz wx wy wz ax ay az roll pitch yaw 
14.5303 0.651493 0.0573874 0.0746698 -0.752787 2.79455 -14.7826 5.99548 0.181248 -0.260545 0.540212 -2.42259 -0.196905 -0.746955 -0.038307 0.184744 4.56482 
14.5353 0.652106 0.0570329 0.0747633 -0.752274 2.81786 -14.7872 5.99386 0.213262 -0.117882 0.349585 -1.77677 -0.118711 -0.572469 -0.0387684 0.184358 4.56639 
14.5403 0.652718 0.0566769 0.0748544 -0.75176 2.84117 -14.7918 5.992 -0.167855 0.481831 0.486467 -1.59381 -0.538461 -0.625034 -0.0392288 0.183968 4.56797 
14.5453 0.65333 0.0563193 0.0749431 -0.751246 2.86449 -14.7963 5.9899 -0.24597 0.129296 0.385749 -1.74142 0.306632 -0.251767 -0.0396883 0.183574 4.56954 
14.5503 0.653942 0.0559602 0.0750294 -0.750732 2.88781 -14.8007 5.98755 -0.0693675 -0.0761956 0.405132 -2.13632 -0.00519776 -0.922489 -0.0401467 0.183175 4.57111 
14.5553 0.654553 0.0555996 0.0751133 -0.750218 2.91114 -14.8051 5.98495 -0.20093 -0.105067 0.243292 -1.74239 0.248795 0.182994 -0.0406042 0.182771 4.57268 
14.5603 0.655164 0.0552375 0.0751949 -0.749703 2.93448 -14.8095 5.98212 0.129349 -0.34561 0.406383 -1.76308 0.315197 -0.73932 -0.0410606 0.182363 4.57425 
14.5653 0.655774 0.054874 0.075274 -0.749188 2.95782 -14.8138 5.97904 -0.140883 -0.146046 0.0852786 -1.99163 -0.114574 -0.382884 -0.041516 0.18195 4.57582 
14.5703 0.656384 0.0545089 0.0753508 -0.748673 2.98117 -14.818 5.97572 0.0641243 0.119373 0.371969 -2.21503 -0.265276 0.296916 -0.0419704 0.181532 4.57739 
14.5753 0.656993 0.0541424 0.0754252 -0.748157 3.00452 -14.8222 5.97216 -0.00742554 -0.133096 0.264867 -1.92292 -0.406022 -0.322956 -0.0424237 0.18111 4.57896 
14.5803 0.657602 0.0537745 0.0754971 -0.747641 3.02787 -14.8264 5.96836 -0.41392 0.0337242 0.194249 -2.4039 0.203575 0.108097 -0.0428759 0.180684 4.58053 
14.5853 0.658211 0.0534051 0.0755666 -0.747125 3.05123 -14.8305 5.96432 0.229583 0.0719489 0.317862 -2.38148 0.244884 -0.294486 -0.0433271 0.180253 4.5821 
14.5903 0.658819 0.0530344 0.0756338 -0.746609 3.0746 -14.8346 5.96004 -0.0443544 -0.503706 0.183046 -2.03712 -0.316127 -0.455916 -0.0437772 0.179817 4.58367 
14.5953 0.659426 0.0526622 0.0756985 -0.746092 3.09797 -14.8386 5.95553 0.0377068 -0.074604 0.23308 -2.31513 0.225634 -0.0168631 -0.0442262 0.179377 4.58524 
14.6003 0.660033 0.0522886 0.0757607 -0.745575 3.12134 -14.8425 5.95078 -0.0311487 0.0359659 0.0876594 -1.61209 -0.369977 -0.0616958 -0.0446741 0.178933 4.58682 
14.6053 0.66064 0.0519136 0.0758206 -0.745058 3.14472 -14.8464 5.94579 -0.115601 0.192591 0.352415 -2.14528 -0.129327 0.0176568 -0.0451209 0.178484 4.58839 
14.6103 0.661246 0.0515373 0.075878 -0.74454 3.16811 -14.8503 5.94057 0.285103 -0.203161 0.169254 -1.7875 0.105393 0.0242409 -0.0455666 0.17803 4.58996 
14.6153 0.661851 0.0511596 0.075933 -0.744023 3.19149 -14.8541 5.93512 -0.101356 0.178048 0.468598 -2.34789 -0.745708 0.435687 -0.0460111 0.177572 4.59153 
14.6203 0.662456 0.0507806 0.0759855 -0.743505 3.21489 -14.8579 5.92944 -0.157371 -0.290573 0.092007 -2.07718 0.132981 -0.0917955 -0.0464544 0.17711 4.5931 
14.6253 0.663061 0.0504003 0.0760357 -0.742986 3.23828 -14.8616 5.92353 -0.240259 -0.268419 -0.179754 -1.69054 0.106535 0.570886 -0.0468966 0.176643 4.59467 
14.6303 0.663665 0.0500187 0.0760833 -0.742468 3.26169 -14.8652 5.9174 0.0935897 0.20115 0.500947 -2.72495 -0.114305 0.329872 -0.0473377 0.176172 4.59624 
14.6353 0.664269 0.0496357 0.0761285 -0.741949 3.28509 -14.8689 5.91103 -0.415226 -0.643284 0.219583 -2.33134 0.306424 0.456537 -0.0477775 0.175696 4.59781 
14.6403 0.664872 0.0492515 0.0761713 -0.74143 3.3085 -14.8724 5.90444 -0.278829 -0.3331 0.323889 -2.22179 0.0860034 0.54626 -0.0482162 0.175216 4.59938 
14.6453 0.665474 0.048866 0.0762116 -0.74091 3.33192 -14.8759 5.89763 0.0580776 -0.0148992 0.429131 -1.79684 -0.149196 0.477107 -0.0486536 0.174732 4.60095 
14.6503 0.666076 0.0484792 0.0762495 -0.74039 3.35533 -14.8794 5.8906 -0.0194224 -0.121794 0.589914 -1.93706 -0.0860018 0.540488 -0.0490898 0.174243 4.60252 
14.6553 0.666678 0.0480912 0.0762849 -0.739871 3.37876 -14.8828 5.88334 -0.0140725 -0.297283 0.0138261 -1.80787 -0.399523 0.638274 -0.0495248 0.17375 4.60409 
14.6603 0.667279 0.0477019 0.0763178 -0.73935 3.40218 -14.8862 5.87587 -0.48207 -0.0810439 0.58925 -2.24346 -0.372726 1.19277 -0.0499586 0.173253 4.60567 
14.6653 0.66788 0.0473114 0.0763483 -0.73883 3.42561 -14.8895 5.86818 -0.0128713 -0.394582 0.18264 -2.05892 0.26333 0.728445 -0.0503911 0.172751 4.60724 
14.6703 0.66848 0.0469198 0.0763763 -0.738309 3.44905 -14.8928 5.86028 -0.0207625 0.130218 0.395975 -1.89594 -0.0124196 0.843761 -0.0508224 0.172245 4.60881 
14.6753 0.669079 0.0465269 0.0764018 -0.737788 3.47249 -14.896 5.85217 -0.111344 -0.0968751 0.499657 -1.97024 -0.0686962 0.655615 -0.0512524 0.171735 4.61038 
14.6803 0.669678 0.0461328 0.0764249 -0.737266 3.49593 -14.8992 5.84384 -0.108583 0.0916166 0.393745 -2.9893 -0.355937 1.11167 -0.0516811 0.17122 4.61195 
14.6853 0.670277 0.0457376 0.0764455 -0.736745 3.51937 -14.9023 5.83531 -0.106065 -0.28775 0.390329 -2.36427 -0.229044 1.46891 -0.0521085 0.170701 4.61352 
14.6903 0.670875 0.0453412 0.0764636 -0.736223 3.54282 -14.9054 5.82657 -0.243252 -0.307865 0.529894 -2.27654 -0.128225 1.40965 -0.0525346 0.170178 4.61509 
14.6953 0.671473 0.0449437 0.0764792 -0.735701 3.56628 -14.9084 5.81763 -0.204705 -0.347162 0.496123 -2.1395 0.298865 1.39934 -0.0529594 0.16965 4.61666 
14.7003 0.67207 0.0445451 0.0764924 -0.735178 3.58973 -14.9114 5.80848 0.34399 -0.534652 0.500344 -2.41291 -0.305896 1.18689 -0.0533829 0.169119 4.61823 
14.7053 0.672666 0.0441453 0.076503 -0.734656 3.61319 -14.9143 5.79914 -0.113239 0.148623 -0.0700212 -2.03485 -0.236607 1.37409 -0.053805 0.168583 4.6198 
14.7103 0.673262 0.0437445 0.0765112 -0.734133 3.63666 -14.9172 5.7896 -0.117926 -0.267972 -0.0886197 -2.13487 -0.0843433 2.06155 -0.0542258 0.168042 4.62137 
14.7153 0.673857 0.0433425 0.0765169 -0.733609 3.66012 -14.9201 5.77986 -0.277672 -0.152837 0.33197 -2.52119 -0.134322 2.22182 -0.0546452 0.167498 4.62294 
14.7203 0.674452 0.0429395 0.0765201 -0.733086 3.68359 -14.9228 5.76993 -0.0244315 -0.15257 0.212149 -2.32496 0.100754 1.9458 -0.0550633 0.166949 4.62452 
14.7253 0.675047 0.0425355 0.0765208 -0.732562 3.70706 -14.9256 5.75981 -0.474451 -0.0270475 0.264456 -2.13232 -0.073308 1.58088 -0.05548 0.166397 4.62609 
14.7303 0.675641 0.0421303 0.076519 -0.732038 3.73054 -14.9282 5.74951 -0.249861 -0.0904736 0.401439 -2.14708 -0.177678 1.86511 -0.0558953 0.16584 4.62766 
14.7353 0.676234 0.0417242 0.0765147 -0.731514 3.75402 -14.9309 5.73902 0.103592 0.0736216 0.562923 -2.34875 -0.0477777 1.95871 -0.0563092 0.165279 4.62923 
14.7403 0.676827 0.041317 0.076508 -0.730989 3.7775 -14.9335 5.72834 -0.106286 -0.0347947 0.244328 -2.5076 0.105416 2.20716 -0.0567217 0.164714 4.6308 
14.7453 0.677419 0.0409089 0.0764987 -0.730464 3.80099 -14.936 5.71749 -0.196663 -0.135316 0.330716 -2.2789 -0.318056 2.06667 -0.0571328 0.164144 4.63237 
14.7503 0.678011 0.0404997 0.0764869 -0.729939 3.82448 -14.9385 5.70646 -0.163427 -0.404121 0.293097 -2.52803 -0.331531 2.13246 -0.0575424 0.163571 4.63394 
14.7553 0.678602 0.0400896 0.0764726 -0.729413 3.84797 -14.9409 5.69526 -0.141092 -0.286599 0.436605 -2.7057 -0.487683 2.64081 -0.0579507 0.162994 4.63551 
14.7603 0.679193 0.0396785 0.0764559 -0.728888 3.87146 -14.9433 5.68388 0.0395219 -0.358203 -0.21653 -2.6205 -0.246493 2.89125 -0.0583574 0.162412 4.63708 
14.7653 0.679783 0.0392665 0.0764366 -0.728362 3.89496 -14.9457 5.67234 -0.0574074 -0.590957 0.451968 -2.37846 -0.126753 3.11964 -0.0587627 0.161826 4.63865 
14.7703 0.680372 0.0388535 0.0764148 -0.727835 3.91846 -14.9479 5.66063 -0.171007 0.151833 0.119935 -2.11134 -0.340371 2.50828 -0.0591666 0.161237 4.64022 
14.7753 0.680962 0.0384396 0.0763905 -0.727309 3.94196 -14.9502 5.64875 0.0516742 0.0932904 0.223337 -2.61929 -0.45428 3.60501 -0.0595689 0.160643 4.64179 
14.7803 0.68155 0.0380248 0.0763637 -0.726782 3.96547 -14.9524 5.63672 0.0278092 -0.0520625 -0.0029784 -2.52239 -0.409666 3.23596 -0.0599698 0.160045 4.64337 
14.7853 0.682138 0.0376091 0.0763344 -0.726255 3.98898 -14.9545 5.62453 -0.684376 -0.43185 -0.13272 -2.87108 -0.850364 3.47587 -0.0603692 0.159444 4.64494 
14.7903 0.682725 0.0371926 0.0763026 -0.725728 4.01249 -14.9566 5.61218 -0.32617 -0.432021 -0.0562689 -2.71941 0.146154 3.20578 -0.060767 0.158838 4.64651 
14.7953 0.683312 0.0367752 0.0762683 -0.7252 4.036 -14.9587 5.59969 0.1624 0.105793 0.297154 -2.90144 0.0574497 3.47574 -0.0611634 0.158228 4.64808 
14.8003 0.683899 0.0363569 0.0762314 -0.724672 4.05951 -14.9606 5.58704 -0.12087 0.0638206 0.392326 -2.40661 -0.161381 4.06501 -0.0615582 0.157615 4.64965 
14.8053 0.684484 0.0359378 0.0761921 -0.724144 4.08303 -14.9626 5.57426 -0.0344297 -0.265572 0.555299 -2.78566 -0.040705 3.97278 -0.0619515 0.156997 4.65122 
14.8103 0.685069 0.0355179 0.0761503 -0.723616 4.10655 -14.9645 5.56133 0.00440339 0.0575627 0.362756 -2.73858 0.269731 4.15402 -0.0623432 0.156376 4.65279 
14.8153 0.685654 0.0350971 0.0761059 -0.723087 4.13007 -14.9663 5.54826 0.0356495 -0.0328672 0.400586 -2.47043 -0.141472 3.72427 -0.0627334 0.15575 4.65436 
14.8203 0.686238 0.0346756 0.076059 -0.722558 4.1536 -14.9681 5.53505 0.020163 -0.0167119 0.190627 -2.99095 -0.0578724 4.51844 -0.063122 0.155121 4.65593 
14.8253 0.686822 0.0342533 0.0760097 -0.722028 4.17712 -14.9699 5.52172 -0.315327 -0.329715 0.311354 -2.11009 -0.247036 4.51229 -0.063509 0.154488 4.6575 
14.8303 0.687405 0.0338302 0.0759578 -0.721499 4.20065 -14.9716 5.50825 0.0903157 0.088028 0.0808653 -2.67164 -0.474492 4.27278 -0.0638944 0.153851 4.65907 
14.8353 0.687987 0.0334064 0.0759034 -0.720969 4.22418 -14.9732 5.49466 0.141378 -0.218222 0.55825 -2.80169 -0.0888127 4.6575 -0.0642782 0.15321 4.66064 
14.8403 0.688569 0.0329819 0.0758465 -0.720439 4.24771 -14.9748 5.48095 -0.281669 -0.0446885 0.493343 -2.72939 -0.524998 4.58307 -0.0646605 0.152565 4.66222 
14.8453 0.68915 0.0325566 0.075787 -0.719909 4.27125 -14.9764 5.46712 -0.116034 -0.348615 0.408384 -2.5695 0.0119159 4.68416 -0.0650411 0.151917 4.66379 
14.8503 0.689731 0.0321306 0.0757251 -0.719378 4.29478 -14.9779 5.45317 -0.187202 -0.135985 0.252509 -3.00066 -0.508309 4.75132 -0.0654201 0.151264 4.66536 
14.8553 0.690311 0.031704 0.0756607 -0.718847 4.31832 -14.9793 5.43911 0.192161 0.171208 0.455216 -3.1344 -0.423207 5.1122 -0.0657974 0.150608 4.66693 
14.8603 0.690891 0.0312766 0.0755937 -0.718316 4.34186 -14.9807 5.42495 -0.443513 -0.265279 -0.0401393 -3.12233 -0.108559 5.54854 -0.0661731 0.149948 4.6685 
14.8653 0.69147 0.0308486 0.0755242 -0.717784 4.3654 -14.9821 5.41068 -0.868634 -0.363915 -0.202334 -2.5511 -0.353996 5.41234 -0.0665472 0.149285 4.67007 
14.8703 0.692048 0.03042 0.0754523 -0.717252 4.38894 -14.9834 5.3963 0.0910928 -0.151756 0.529575 -2.7818 -0.184282 5.78106 -0.0669196 0.148617 4.67164 
14.8753 0.692626 0.0299907 0.0753778 -0.71672 4.41248 -14.9847 5.38183 -0.274983 -0.356627 0.126061 -3.23486 0.00933854 5.98082 -0.0672903 0.147946 4.67321 
14.8803 0.693203 0.0295608 0.0753008 -0.716188 4.43603 -14.9859 5.36727 0.0152499 -0.290773 0.254696 -2.60796 -0.0299738 5.88881 -0.0676593 0.147271 4.67478 
14.8853 0.69378 0.0291303 0.0752213 -0.715655 4.45957 -14.987 5.35261 -0.519243 -0.189426 0.857593 -2.99266 -0.319557 5.89673 -0.0680266 0.146593 4.67635 
14.8903 0.694356 0.0286991 0.0751393 -0.715123 4.48312 -14.9881 5.33787 -0.197744 -0.163034 0.611743 -2.51253 -0.21354 5.73612 -0.0683923 0.145911 4.67792 
14.8953 0.694931 0.0282675 0.0750548 -0.714589 4.50667 -14.9892 5.32304 -0.0254364 0.508125 0.391312 -2.65513 -0.549885 6.11682 -0.0687562 0.145225 4.67949 
14.9003 0.695506 0.0278352 0.0749678 -0.714056 4.53022 -14.9902 5.30814 -0.1803 -0.261753 0.538421 -3.01782 -0.334011 6.19992 -0.0691184 0.144536 4.68107 
14.9053 0.696081 0.0274024 0.0748783 -0.713522 4.55377 -14.9911 5.29316 0.184194 0.193041 0.448076 -2.92101 -0.623663 6.5394 -0.0694789 0.143843 4.68264 
14.9103 0.696655 0.0269691 0.0747863 -0.712988 4.57733 -14.9921 5.2781 -0.257382 -0.12898 0.517021 -3.05794 -0.701624 6.61317 -0.0698376 0.143146 4.68421 
14.9153 0.697228 0.0265353 0.0746918 -0.712454 4.60088 -14.9929 5.26298 -0.188038 0.113685 0.501426 -2.88773 -0.532656 6.83034 -0.0701946 0.142446 4.68578 
14.9203 0.6978 0.0261009 0.0745948 -0.711919 4.62443 -14.9937 5.24779 0.0388838 -0.277512 0.181112 -2.91752 -0.465351 6.73024 -0.0705499 0.141742 4.68735 
14.9253 0.698372 0.0256661 0.0744953 -0.711384 4.64799 -14.9945 5.23255 -0.362402 -0.50904 0.464765 -3.08078 -0.67379 7.46542 -0.0709034 0.141035 4.68892 
14.9303 0.698944 0.0252308 0.0743933 -0.710849 4.67155 -14.9952 5.21724 0.158878 -0.252385 0.544241 -3.34966 -0.127801 7.14356 -0.0712551 0.140324 4.69049 
14.9353 0.699515 0.024795 0.0742888 -0.710314 4.6951 -14.9959 5.20188 0.0129126 -0.590322 0.388868 -3.07003 -0.35427 6.94593 -0.071605 0.13961 4.69206 
14.9403 0.700085 0.0243588 0.0741818 -0.709778 4.71866 -14.9965 5.18647 -0.0698788 -0.157651 0.575975 -3.39591 -0.718748 8.18342 -0.0719531 0.138892 4.69363 
14.9453 0.700655 0.0239222 0.0740723 -0.709242 4.74222 -14.997 5.17102 -0.245194 -0.47169 -0.0088505 -2.95315 -0.714605 7.95 -0.0722995 0.138171 4.6952 
14.9503 0.701224 0.0234851 0.0739604 -0.708706 4.76578 -14.9976 5.15552 -0.38188 -0.604027 0.0854625 -3.02714 -0.609569 7.73117 -0.072644 0.137446 4.69677 
14.9553 0.701792 0.0230477 0.0738459 -0.708169 4.78934 -14.998 5.13998 -0.0625664 -0.0128541 0.62022 -3.03916 -0.880544 8.61914 -0.0729867 0.136718 4.69834 
14.9603 0.70236 0.0226098 0.073729 -0.707632 4.8129 -14.9984 5.12441 0.117108 -0.340059 0.264106 -2.89941 -0.682097 8.93927 -0.0733276 0.135986 4.69992 
14.9653 0.702927 0.0221716 0.0736096 -0.707095 4.83646 -14.9988 5.10881 0.173767 -0.609576 0.537221 -2.82633 -0.626997 8.32567 -0.0736667 0.135251 4.70149 
14.9703 0.703494 0.021733 0.0734877 -0.706557 4.86002 -14.9991 5.09318 -0.053794 -0.216394 0.0637914 -3.06356 -0.216307 8.6739 -0.0740039 0.134513 4.70306 
14.9753 0.70406 0.0212941 0.0733633 -0.70602 4.88358 -14.9994 5.07753 0.0434682 -0.224688 0.127626 -3.47857 -0.402396 8.68692 -0.0743392 0.133771 4.70463 
14.9803 0.704626 0.0208549 0.0732365 -0.705482 4.90715 -14.9996 5.06186 0.00987786 -0.334689 0.227831 -3.22097 -0.328434 8.82997 -0.0746727 0.133026 4.7062 
14.9853 0.705191 0.0204153 0.0731072 -0.704943 4.93071 -14.9998 5.04618 -0.293015 0.0416684 0.127264 -2.79405 -0.828512 8.5432 -0.0750044 0.132278 4.70777 
14.9903 0.705755 0.0199754 0.0729754 -0.704405 4.95427 -14.9999 5.03048 -0.149974 -0.00367868 0.295483 -2.60695 -1.14504 9.69259 -0.0753341 0.131526 4.70934 
14.9953 0.706318 0.0195353 0.0728411 -0.703866 4.97783 -15 5.01478 -0.143981 0.0421272 0.519393 -2.8839 -0.911493 9.3042 -0.075662 0.130771 4.71091 
15.0003 0.706882 0.0190949 0.0727044 -0.703326 5.0014 -15 4.99907 -0.217932 -0.331686 0.291936 -2.9392 -0.551267 9.72781 -0.075988 0.130013 4.71248 
15.0053 0.707444 0.0186542 0.0725652 -0.702787 5.02496 -15 4.98336 0.191815 -0.183703 0.0316163 -2.82215 -0.498766 9.98327 -0.0763121 0.129251 4.71405 
15.0103 0.708006 0.0182133 0.0724236 -0.702247 5.04852 -14.9999 4.96766 0.0898053 -0.43504 0.333249 -3.04347 -0.642527 9.50594 -0.0766343 0.128486 4.71562 
15.0153 0.708567 0.0177722 0.0722795 -0.701707 5.07208 -14.9998 4.95196 0.198296 -0.372462 0.037535 -3.09178 -0.827062 9.73965 -0.0769545 0.127718 4.71719 
15.0203 0.709128 0.0173309 0.0721329 -0.701166 5.09564 -14.9996 4.93628 0.072763 -0.0571932 0.0197707 -3.44579 -0.518552 10.2981 -0.0772729 0.126947 4.71877 
15.0253 0.709688 0.0168893 0.0719839 -0.700626 5.11921 -14.9994 4.92061 0.0160319 0.0785186 0.20031 -2.89027 -0.98486 10.4482 -0.0775893 0.126173 4.72034 
15.0303 0.710247 0.0164476 0.0718325 -0.700085 5.14277 -14.9991 4.90496 0.0763204 -0.25753 -0.0637098 -3.00867 -1.04454 10.8069 -0.0779038 0.125395 4.72191 
15.0353 0.710806 0.0160057 0.0716786 -0.699543 5.16633 -14.9988 4.88934 0.0798222 -0.198223 0.413422 -3.28794 -0.862121 10.8398 -0.0782163 0.124615 4.72348 
15.0403 0.711364 0.0155637 0.0715223 -0.699002 5.18989 -14.9984 4.87374 -0.421842 -0.296414 0.193683 -3.19595 -0.991939 10.4504 -0.0785268 0.123831 4.72505 
15.0453 0.711922 0.0151215 0.0713635 -0.69846 5.21345 -14.998 4.85817 0.368905 -0.24025 0.134825 -2.63182 -1.1005 10.8542 -0.0788354 0.123044 4.72662 
15.0503 0.712479 0.0146792 0.0712023 -0.697918 5.23701 -14.9975 4.84264 -0.0173124 -0.170896 0.0358665 -3.48105 -0.509262 10.8816 -0.0791421 0.122254 4.72819 
15.0553 0.713035 0.0142368 0.0710387 -0.697375 5.26057 -14.997 4.82715 -0.0806944 -0.2389 0.185969 -3.82178 -1.39045 11.4359 -0.0794467 0.121461 4.72976 
15.0603 0.713591 0.0137943 0.0708726 -0.696832 5.28413 -14.9964 4.8117 -0.183053 -0.451133 0.301891 -3.58192 -0.862663 11.7366 -0.0797494 0.120665 4.73133 
15.0653 0.714146 0.0133518 0.0707042 -0.696289 5.30769 -14.9958 4.7963 0.0606969 -0.334952 0.499746 -3.56116 -1.19824 11.7893 -0.0800501 0.119866 4.7329 
15.0703 0.7147 0.0129091 0.0705333 -0.695745 5.33124 -14.9951 4.78094 -0.141502 -0.225015 0.37415 -3.2014 -0.910191 12.0149 -0.0803487 0.119064 4.73447 
15.0753 0.715254 0.0124664 0.07036 -0.695202 5.3548 -14.9944 4.76565 -0.409173 -0.201971 0.23162 -3.47471 -1.19022 11.8119 -0.0806454 0.118259 4.73604 
15.0803 0.715807 0.0120237 0.0701842 -0.694658 5.37835 -14.9936 4.7504 -0.0507463 -0.723528 0.221673 -3.24095 -0.876775 11.9412 -0.08094 0.117451 4.73762 
15.0853 0.71636 0.011581 0.0700061 -0.694113 5.40191 -14.9928 4.73522 -0.221699 -0.312135 0.300977 -3.39241 -1.06788 12.2959 -0.0812327 0.116641 4.73919 
15.0903 0.716912 0.0111383 0.0698256 -0.693569 5.42546 -14.992 4.72011 -0.291875 -0.2243 0.219855 -3.4859 -0.793812 12.1125 -0.0815233 0.115827 4.74076 
15.0953 0.717464 0.0106955 0.0696427 -0.693024 5.44902 -14.991 4.70506 0.254399 -0.325081 0.359035 -3.38779 -1.23702 12.4957 -0.0818118 0.11501 4.74233 
15.1003 0.718014 0.0102528 0.0694574 -0.692478 5.47257 -14.9901 4.69009 -0.149267 -0.189058 0.355497 -3.3378 -1.24289 12.3387 -0.0820983 0.11419 4.7439 
15.1053 0.718564 0.00981016 0.0692696 -0.691933 5.49612 -14.9891 4.6752 -0.280325 -0.139329 -0.0294146 -3.67886 -0.827794 12.8852 -0.0823828 0.113368 4.74547 
15.1103 0.719114 0.00936755 0.0690796 -0.691387 5.51967 -14.988 4.66038 -0.123159 0.0564018 0.176177 -3.42356 -1.32166 12.6842 -0.0826652 0.112543 4.74704 
15.1153 0.719663 0.00892501 0.0688871 -0.69084 5.54321 -14.9869 4.64565 -0.156375 -0.556527 0.310115 -3.26911 -0.758827 12.6665 -0.0829455 0.111715 4.74861 
15.1203 0.720211 0.00848255 0.0686923 -0.690294 5.56676 -14.9857 4.631 0.0459957 -0.0332392 0.281658 -3.30144 -0.994097 13.1183 -0.0832238 0.110884 4.75018 
15.1253 0.720759 0.00804019 0.068495 -0.689747 5.5903 -14.9845 4.61645 -0.141939 -0.0535669 0.516572 -3.83801 -0.611206 13.4222 -0.0834999 0.11005 4.75175 
15.1303 0.721306 0.00759794 0.0682955 -0.6892 5.61385 -14.9832 4.60199 -0.103324 0.0652258 -0.0120029 -3.78389 -0.748902 13.3096 -0.083774 0.109214 4.75332 
15.1353 0.721852 0.00715582 0.0680935 -0.688652 5.63739 -14.9819 4.58763 0.304877 -0.158648 0.368062 -3.53562 -1.09106 13.6287 -0.084046 0.108375 4.75489 
15.1403 0.722398 0.00671384 0.0678892 -0.688104 5.66093 -14.9806 4.57337 0.214967 0.128399 0.285106 -3.26793 -1.40032 13.8723 -0.0843159 0.107533 4.75647 
15.1453 0.722943 0.00627202 0.0676826 -0.687556 5.68447 -14.9792 4.55922 -0.137429 -0.297678 0.248787 -3.35525 -0.970431 13.6528 -0.0845837 0.106688 4.75804 
15.1503 0.723487 0.00583037 0.0674736 -0.687007 5.70801 -14.9777 4.54517 0.128669 0.166536 0.0651513 -3.61837 -1.23997 14.1216 -0.0848494 0.105841 4.75961 
15.1553 0.724031 0.00538891 0.0672623 -0.686459 5.73154 -14.9762 4.53124 -0.319885 -0.207479 0.0920985 -3.47845 -1.41834 13.6841 -0.0851129 0.104991 4.76118 
15.1603 0.724575 0.00494764 0.0670486 -0.685909 5.75508 -14.9746 4.51742 0.214215 -0.0642248 0.120324 -4.05913 -1.35558 14.2403 -0.0853743 0.104139 4.76275 
15.1653 0.725117 0.00450659 0.0668326 -0.68536 5.77861 -14.973 4.50372 -0.108968 0.00242452 0.199834 -3.53817 -1.1633 14.6311 -0.0856336 0.103284 4.76432 
15.1703 0.725659 0.00406577 0.0666143 -0.68481 5.80214 -14.9714 4.49015 -0.190876 -0.178315 0.0206026 -3.47226 -1.49334 14.653 -0.0858907 0.102426 4.76589 
15.1753 0.726201 0.00362519 0.0663937 -0.68426 5.82566 -14.9697 4.4767 0.0781085 -0.0863997 0.215899 -3.22259 -0.954171 14.7863 -0.0861457 0.101566 4.76746 
15.1803 0.726741 0.00318488 0.0661708 -0.683709 5.84919 -14.9679 4.46338 -0.0594735 -0.22771 0.630052 -3.29301 -1.28812 14.5075 -0.0863986 0.100703 4.76903 
15.1853 0.727281 0.00274483 0.0659455 -0.683159 5.87271 -14.9661 4.45019 0.0138619 -0.344941 0.528947 -3.39878 -1.0342 14.7333 -0.0866493 0.0998379 4.7706 
15.1903 0.727821 0.00230507 0.065718 -0.682607 5.89624 -14.9643 4.43714 -0.0476983 -0.0340779 0.224867 -3.31785 -1.76385 15.1671 -0.0868978 0.0989702 4.77217 
15.1953 0.72836 0.00186562 0.0654881 -0.682056 5.91975 -14.9624 4.42422 -0.39837 -0.193061 0.132805 -3.53709 -1.18537 15.0444 -0.0871441 0.0981 4.77374 
15.2003 0.728898 0.00142647 0.065256 -0.681504 5.94327 -14.9604 4.41145 0.227877 -0.293939 0.043478 -3.86287 -1.17164 15.6735 -0.0873883 0.0972273 4.77532 
15.2053 0.729435 0.000987665 0.0650216 -0.680952 5.96679 -14.9584 4.39882 -0.00093484 0.154391 0.0566735 -3.87826 -1.0488 15.3007 -0.0876303 0.0963522 4.77689 
15.2103 0.729972 0.0005492 0.0647849 -0.680399 5.9903 -14.9564 4.38635 -0.108647 -0.348632 0.171491 -3.31939 -1.51303 15.5374 -0.0878701 0.0954746 4.77846 
15.2153 0.730508 0.000111095 0.0645459 -0.679847 6.01381 -14.9543 4.37402 -0.397524 0.00476116 0.107497 -3.38217 -1.55601 15.7811 -0.0881077 0.0945947 4.78003 
15.2203 0.731044 -0.000326637 0.0643047 -0.679293 6.03732 -14.9521 4.36185 0.272185 0.0271446 0.687773 -3.54819 -1.27824 16.0963 -0.088343 0.0937124 4.7816 
15.2253 0.731579 -0.00076398 0.0640612 -0.67874 6.06082 -14.9499 4.34983 -0.219755 -0.22554 -0.0419449 -3.54556 -1.66485 16.1593 -0.0885762 0.0928278 4.78317 
15.2303 0.732113 -0.00120092 0.0638155 -0.678186 6.08432 -14.9477 4.33798 0.0591439 -0.0808094 0.485505 -3.44094 -1.4135 16.3515 -0.0888072 0.0919409 4.78474 
15.2353 0.732647 -0.00163745 0.0635675 -0.677632 6.10782 -14.9454 4.32629 0.208131 -0.0722839 0.277554 -3.57994 -1.14556 16.2286 -0.0890359 0.0910517 4.78631 
15.2403 0.73318 -0.00207354 0.0633173 -0.677077 6.13132 -14.943 4.31476 -0.341675 -0.419138 0.281357 -4.00394 -1.37178 16.2852 -0.0892625 0.0901601 4.78788 
15.2453 0.733713 -0.00250919 0.0630648 -0.676522 6.15481 -14.9406 4.30341 -0.017316 -0.332095 0.429631 -3.18235 -1.82607 16.1986 -0.0894868 0.0892664 4.78945 
15.2503 0.734244 -0.00294437 0.0628101 -0.675967 6.1783 -14.9382 4.29222 -0.345482 -0.13674 0.468678 -3.42906 -1.54787 16.5397 -0.0897088 0.0883704 4.79102 
