time_s,dpx,dpy,px,py,theta
203.278,0.000518061,7.053e-06,5.0137,-0.00430391,1.47728
203.28,0.000944185,-6.56586e-05,5.01379,-0.00436929,1.47733
203.284,0.00068767,1.20557e-05,5.01386,-0.00435728,1.47738
203.288,0.000346024,4.14273e-06,5.01389,-0.00435316,1.47743
203.293,0.00137018,2.85564e-05,5.01402,-0.00432473,1.4775
203.296,0.000600567,1.15346e-05,5.01407,-0.00431324,1.47753
203.3,0.000600625,1.14847e-05,5.01413,-0.00430181,1.47757
203.307,0.000775201,-7.11998e-05,5.0142,-0.0043727,1.47763
203.308,0.000938715,2.24611e-05,5.01429,-0.00435033,1.47764
203.321,0.000955582,7.93244e-06,5.01438,-0.00434244,1.47782
203.321,0.000596822,1.47606e-05,5.01443,-0.00432774,1.47782
203.322,0.000341001,8.46885e-06,5.01446,-0.00431931,1.47782
203.325,0.0014556,-5.28842e-05,5.0146,-0.00437196,1.47787
203.328,0.000514277,1.03127e-05,5.01465,-0.00436169,1.47789
203.332,0.000944479,-6.59121e-05,5.01473,-0.00442732,1.47794
203.336,0.000600031,1.19962e-05,5.01479,-0.00441538,1.47797
203.341,0.000854273,1.96479e-05,5.01487,-0.00439581,1.47799
203.345,0.00102445,2.41617e-05,5.01496,-0.00437176,1.47801
203.348,0.000512368,-7.14508e-05,5.01501,-0.0044429,1.478
203.352,0.000850516,2.28836e-05,5.01509,-0.00442011,1.47798
203.357,0.00102659,2.23139e-05,5.01519,-0.0043979,1.47801
203.36,8.68517e-05,7.37791e-07,5.01519,-0.00439716,1.47803
203.365,0.00102654,2.23569e-05,5.01529,-0.0043749,1.47807
203.371,0.00102483,-5.95754e-05,5.01538,-0.00443422,1.47807
203.376,0.000767024,1.9252e-05,5.01545,-0.00441505,1.47806
203.378,0.000769057,-6.59072e-05,5.01553,-0.00448068,1.47806
203.38,0.000681623,1.72645e-05,5.01559,-0.00446348,1.47806
203.385,0.00102215,2.61404e-05,5.01568,-0.00443746,1.47805
203.39,0.000598624,1.32085e-05,5.01574,-0.00442431,1.47807
203.392,0.000428884,-7.50895e-05,5.01578,-0.00449907,1.47808
203.397,0.000935691,2.50661e-05,5.01587,-0.00447411,1.47806
203.4,0.00102169,2.65397e-05,5.01596,-0.00444769,1.47805
203.406,0.000852095,-6.18846e-05,5.01604,-0.00450931,1.47802
203.408,0.000765653,2.04331e-05,5.01611,-0.00448896,1.47801
203.412,0.000765128,2.08852e-05,5.01618,-0.00446817,1.47799
203.417,0.000934868,2.57749e-05,5.01627,-0.0044425,1.47796
203.42,0.000597181,-6.8957e-05,5.01632,-0.00451116,1.47794
203.424,0.000849938,2.33813e-05,5.0164,-0.00448788,1.47792
203.428,0.000684591,1.47079e-05,5.01646,-0.00447324,1.47794
203.432,0.000770356,1.63817e-05,5.01654,-0.00445693,1.47798
203.437,0.00103078,-6.47023e-05,5.01663,-0.00452135,1.47803
203.452,0.000614071,-9.76951e-08,5.01669,-0.00452145,1.47821
203.453,0.000853817,2.00407e-05,5.01677,-0.00450149,1.47822
203.453,0.000684073,-6.82545e-05,5.01683,-0.00456945,1.47822
203.454,0.00042623,1.06043e-05,5.01687,-0.0045589,1.47822
203.457,0.00127956,-5.23473e-05,5.01699,-0.00461102,1.47821
203.46,0.000595231,1.61311e-05,5.01704,-0.00459496,1.47819
203.464,0.000595022,1.63108e-05,5.0171,-0.00457872,1.47818
203.469,0.00084947,2.37844e-05,5.01718,-0.00455503,1.47815
203.472,0.000509691,1.4263e-05,5.01722,-0.00454083,1.47813
203.478,0.00135826,-4.45831e-05,5.01735,-0.00458522,1.47806
203.48,0.00068021,1.8482e-05,5.01741,-0.00456682,1.47804
203.484,0.000762003,2.35771e-05,5.01748,-0.00454334,1.47799
203.491,0.00102183,2.64159e-05,5.01758,-0.00451704,1.47798
203.493,0.000598386,-6.99949e-05,5.01763,-0.00458674,1.47797
203.497,0.000852736,2.09715e-05,5.01771,-0.00456586,1.47798
203.5,0.000682276,1.67017e-05,5.01778,-0.00454923,1.47798
203.504,0.000852831,2.08899e-05,5.01786,-0.00452843,1.47798
203.509,0.000943447,-6.5023e-05,5.01794,-0.00459317,1.47802
203.512,0.000598249,1.35311e-05,5.018,-0.0045797,1.47804
203.516,0.000937877,2.31828e-05,5.01808,-0.00455661,1.47804
203.522,0.000597001,1.46064e-05,5.01814,-0.00454207,1.47804
203.525,0.000428462,-7.47263e-05,5.01818,-0.00461647,1.47804
203.529,0.00102008,2.79257e-05,5.01827,-0.00458867,1.47802
203.532,0.00093527,2.54288e-05,5.01836,-0.00456335,1.47799
203.536,0.000423224,1.31942e-05,5.0184,-0.00455021,1.47796
203.543,0.00120015,-5.94935e-05,5.01851,-0.00460945,1.47801
203.544,0.000767683,1.86846e-05,5.01858,-0.00459084,1.47801
203.549,0.000942304,-6.40389e-05,5.01867,-0.00465461,1.47804
203.552,0.000683298,1.58214e-05,5.01873,-0.00463885,1.47805
203.558,0.000343964,5.91692e-06,5.01877,-0.00463296,1.47808
203.561,0.00145331,-5.09124e-05,5.0189,-0.00468366,1.4781
203.564,0.000513464,1.10133e-05,5.01895,-0.00467269,1.47812
203.568,0.000940086,2.12797e-05,5.01903,-0.0046515,1.47815
203.575,0.00060041,1.16699e-05,5.01909,-0.00463988,1.47818
203.577,0.000855472,-6.47937e-05,5.01917,-0.0047044,1.47819
203.581,0.000938553,2.26009e-05,5.01926,-0.00468189,1.4782
203.593,0.000599137,1.2766e-05,5.01931,-0.00466918,1.47823
203.594,0.00093986,-6.19336e-05,5.0194,-0.00473085,1.47823
203.596,0.000682126,1.68317e-05,5.01946,-0.00471409,1.47823
203.598,0.000767407,1.89223e-05,5.01953,-0.00469525,1.47823
203.601,0.000596245,1.52576e-05,5.01959,-0.00468006,1.47823
203.604,0.000939254,-6.14118e-05,5.01967,-0.00474121,1.47822
203.611,0.000857553,1.68221e-05,5.01975,-0.00472446,1.47827
203.613,0.000512891,1.15064e-05,5.0198,-0.004713,1.47829
203.616,0.00102472,2.39268e-05,5.0199,-0.00468918,1.47831
203.621,0.000946267,-6.74525e-05,5.01998,-0.00475634,1.47837
203.624,0.000685676,1.3773e-05,5.02005,-0.00474263,1.47841
203.628,0.000598126,1.36374e-05,5.0201,-0.00472905,1.47842
203.633,0.000768986,1.75624e-05,5.02017,-0.00471156,1.47844
203.636,0.000940859,-6.27942e-05,5.02026,-0.00477409,1.47845
203.643,0.000937187,2.3777e-05,5.02035,-0.00475041,1.47845
203.644,0.000681799,1.71127e-05,5.02041,-0.00473337,1.47845
203.651,0.000769199,-6.60302e-05,5.02048,-0.00479912,1.47845
203.653,0.00102285,2.55421e-05,5.02057,-0.00477369,1.47845
203.66,0.000511353,1.28317e-05,5.02062,-0.00476091,1.47844
203.662,0.000854585,-6.40298e-05,5.0207,-0.00482467,1.47845
203.664,0.000767215,1.9087e-05,5.02077,-0.00480566,1.47845
203.668,0.00076737,1.89543e-05,5.02084,-0.00478679,1.47845
203.677,0.000940248,-6.22678e-05,5.02093,-0.00484879,1.47845
203.679,0.000682059,1.6889e-05,5.02099,-0.00483197,1.47845
203.683,0.000852677,2.10227e-05,5.02107,-0.00481104,1.47846
203.686,0.000684265,-6.84192e-05,5.02113,-0.00487917,1.47846
203.69,0.000343798,6.05982e-06,5.02116,-0.00487313,1.47849
203.695,0.00102659,2.23131e-05,5.02126,-0.00485091,1.47852
203.697,0.000941428,-6.32841e-05,5.02135,-0.00491393,1.47854
203.701,0.00085301,2.07351e-05,5.02142,-0.00489328,1.47855
203.705,0.000767748,1.86285e-05,5.02149,-0.00487473,1.47855
203.709,0.000766622,-6.38097e-05,5.02156,-0.00493827,1.47853
203.72,0.000929574,3.03346e-05,5.02165,-0.00490807,1.47845
203.72,0.000596605,1.49473e-05,5.02171,-0.00489318,1.47845
203.722,0.000425086,1.15902e-05,5.02174,-0.00488164,1.47843
203.725,0.00136381,-4.9368e-05,5.02187,-0.0049308,1.47841
203.728,0.000594732,1.65608e-05,5.02193,-0.00491431,1.47839
203.732,0.000936281,-5.88506e-05,5.02201,-0.00497291,1.47836
203.736,0.000679269,1.92926e-05,5.02207,-0.0049537,1.47833
203.743,0.000763841,2.19938e-05,5.02215,-0.0049318,1.4783
203.745,0.00102166,2.65659e-05,5.02224,-0.00490535,1.47829
203.748,0.000512529,-7.15899e-05,5.02229,-0.00497663,1.47828
203.752,0.000936012,2.47898e-05,5.02237,-0.00495195,1.47826
203.757,0.000680318,1.83886e-05,5.02244,-0.00493364,1.47825
203.76,0.000339161,1.00543e-05,5.02247,-0.00492362,1.47823
203.765,0.00102198,-5.71189e-05,5.02256,-0.0049805,1.4782
203.768,0.00101972,2.82385e-05,5.02266,-0.00495238,1.47817
203.775,0.000932083,-5.52344e-05,5.02274,-0.00500738,1.47809
203.777,0.00068015,1.8533e-05,5.02281,-0.00498893,1.47807
203.78,0.000422476,1.38379e-05,5.02284,-0.00497515,1.47804
203.785,0.00135874,-4.49999e-05,5.02297,-0.00501995,1.47796
203.789,0.00058605,2.40391e-05,5.02302,-0.00499602,1.47786
203.792,0.0004195,-6.70062e-05,5.02306,-0.00506274,1.47777
203.797,0.000929006,3.08241e-05,5.02315,-0.00503204,1.47769
203.8,0.00101962,-5.50892e-05,5.02324,-0.0050869,1.47763
203.805,0.000928348,3.1391e-05,5.02333,-0.00505564,1.47754
203.81,0.000674419,2.34697e-05,5.02339,-0.00503227,1.47747
203.812,0.000851525,-6.13938e-05,5.02347,-0.0050934,1.47744
203.817,0.000934053,2.64767e-05,5.02356,-0.00506704,1.4774
203.82,0.000594553,1.67147e-05,5.02362,-0.0050504,1.47738
203.825,0.000936148,-5.87357e-05,5.0237,-0.00510888,1.47735
203.828,0.000678985,1.95371e-05,5.02377,-0.00508942,1.47732
203.832,0.000763113,2.26213e-05,5.02384,-0.0050669,1.47728
203.837,0.00101859,-5.41995e-05,5.02393,-0.00512086,1.47721
203.844,0.000587304,2.29591e-05,5.02399,-0.005098,1.47712
203.846,0.000680357,1.83552e-05,5.02405,-0.00507973,1.4771
203.848,0.000934692,2.59266e-05,5.02414,-0.00505392,1.47707
203.852,0.000335532,1.31802e-05,5.02417,-0.00504079,1.47702
203.857,0.00101727,-5.3063e-05,5.02427,-0.00509362,1.47694
203.86,0.000934349,2.6222e-05,5.02435,-0.00506752,1.47691
203.864,0.000591697,1.91754e-05,5.02441,-0.00504843,1.47686
203.869,0.00102088,2.72354e-05,5.0245,-0.00502131,1.47684
203.872,0.000768134,-6.51128e-05,5.02458,-0.00508614,1.47683
203.878,0.00102029,2.77436e-05,5.02467,-0.00505852,1.47681
203.88,0.000597925,1.38099e-05,5.02473,-0.00504477,1.47682
203.884,0.000429168,8.07395e-06,5.02477,-0.00503673,1.47685
203.89,0.00137377,2.54671e-05,5.0249,-0.00501137,1.47695
203.892,0.000601814,-7.29484e-05,5.02495,-0.005084,1.47698
203.91,0.000879987,-2.50246e-06,5.02504,-0.00508649,1.47725
203.91,0.000682151,1.68095e-05,5.0251,-0.00506976,1.47725
203.911,0.000854897,-6.42987e-05,5.02518,-0.00513377,1.47725
203.911,0.000937618,2.34061e-05,5.02527,-0.00511047,1.47725
203.918,0.000596154,1.53359e-05,5.02532,-0.0050952,1.47725
203.918,0.000852371,2.1286e-05,5.0254,-0.00507401,1.47725
203.922,0.000766433,-6.36475e-05,5.02547,-0.00513738,1.47722
203.924,0.000339611,9.66609e-06,5.02551,-0.00512775,1.47721
203.929,0.00102392,2.46177e-05,5.0256,-0.00510324,1.47722
203.932,0.00102358,2.49144e-05,5.0257,-0.00507844,1.47722
203.936,0.000768071,1.83504e-05,5.02577,-0.00506017,1.47723
203.942,0.00102887,-6.30548e-05,5.02587,-0.00512295,1.47727
203.944,0.000512936,1.14677e-05,5.02591,-0.00511153,1.47729
203.949,0.000939417,2.18563e-05,5.026,-0.00508977,1.4773
203.952,0.000597843,1.38806e-05,5.02606,-0.00507595,1.47732
203.956,0.000427739,9.30503e-06,5.0261,-0.00506668,1.47733
203.961,0.00111207,-5.91688e-05,5.0262,-0.0051256,1.47735
203.964,0.000938734,2.24448e-05,5.02629,-0.00510325,1.47736
203.969,0.000937204,-5.9646e-05,5.02638,-0.00516263,1.47734
203.972,0.00068016,1.85251e-05,5.02644,-0.00514419,1.47732
203.976,0.000764956,2.10336e-05,5.02651,-0.00512325,1.4773
203.981,0.00102164,-5.68307e-05,5.02661,-0.00517983,1.47726
203.984,0.000594787,1.6513e-05,5.02666,-0.00516339,1.47724
203.989,0.000936696,2.42005e-05,5.02675,-0.0051393,1.47723
203.992,0.000595918,1.55389e-05,5.0268,-0.00512382,1.47723
203.996,0.000853771,-6.33285e-05,5.02688,-0.00518688,1.47722
204.001,0.000599134,1.27691e-05,5.02694,-0.00517416,1.47724
204.004,0.00102471,2.39341e-05,5.02704,-0.00515033,1.47726
204.013,0.000599118,1.27823e-05,5.02709,-0.00513761,1.47729
204.014,0.000940185,-6.22137e-05,5.02718,-0.00519955,1.47729
204.016,0.000767579,1.87742e-05,5.02725,-0.00518086,1.47729
204.024,0.000594542,1.6724e-05,5.02731,-0.00516421,1.47727
204.026,0.00102471,-5.94685e-05,5.0274,-0.00522341,1.47727
204.028,0.000597553,1.41309e-05,5.02746,-0.00520934,1.47728
204.033,0.000854072,1.98204e-05,5.02754,-0.00518961,1.4773
204.036,0.000938647,2.25199e-05,5.02763,-0.00516719,1.47731
204.046,0.000948543,-6.94131e-05,5.02771,-0.0052363,1.47739
204.048,0.000683563,1.55939e-05,5.02778,-0.00522077,1.47741
204.05,0.000767653,1.87101e-05,5.02785,-0.00520215,1.47741
204.053,0.00102341,2.50582e-05,5.02794,-0.0051772,1.47742
204.06,0.000512869,1.15257e-05,5.02799,-0.00516572,1.47743
204.062,0.000941114,-6.30136e-05,5.02808,-0.00522846,1.47745
204.064,0.000684226,1.50221e-05,5.02814,-0.0052135,1.47747
204.068,0.000770349,1.63881e-05,5.02822,-0.00519719,1.4775
204.075,0.00102822,2.09125e-05,5.02831,-0.00517636,1.47755
204.077,0.000598674,1.31648e-05,5.02837,-0.00516326,1.47757
204.08,0.000859092,-6.79122e-05,5.02845,-0.00523087,1.47762
204.085,0.000688821,1.10643e-05,5.02851,-0.00521986,1.47769
204.088,0.000428436,8.70479e-06,5.02855,-0.00521119,1.47771
204.093,0.000940805,2.06608e-05,5.02864,-0.00519062,1.47774
204.096,0.00102726,-6.16697e-05,5.02873,-0.00525202,1.47776
204.101,0.000852835,2.08865e-05,5.02881,-0.00523123,1.47777
204.106,0.000769779,-6.65296e-05,5.02889,-0.00529747,1.47777
204.114,0.000853861,2.00025e-05,5.02896,-0.00527755,1.47779
204.115,0.000937894,2.31683e-05,5.02905,-0.00525448,1.47779
204.123,0.000683487,1.56588e-05,5.02912,-0.00523889,1.4778
204.124,0.000342851,-7.65328e-05,5.02915,-0.0053151,1.4778
204.126,0.00102179,2.64515e-05,5.02924,-0.00528876,1.47779
204.129,0.000936984,2.3952e-05,5.02933,-0.00526491,1.47779
204.133,0.00102195,2.63135e-05,5.02942,-0.00523871,1.47778
204.136,0.000595858,1.55908e-05,5.02948,-0.00522319,1.47777
204.141,0.000855249,-6.46011e-05,5.02956,-0.00528751,1.47777
204.145,0.0010235,2.49813e-05,5.02965,-0.00526263,1.47778
204.148,0.000597387,1.42738e-05,5.02971,-0.00524842,1.47779
204.152,0.000853471,2.03387e-05,5.02979,-0.00522817,1.4778
204.157,0.000685042,-6.90887e-05,5.02985,-0.00529696,1.47781
204.16,0.000852354,2.13009e-05,5.02993,-0.00527575,1.47781
204.165,0.000596613,1.49403e-05,5.02999,-0.00526088,1.47781
204.168,0.00102496,-5.96884e-05,5.03008,-0.00532031,1.47781
204.174,0.000933351,2.70811e-05,5.03017,-0.00529334,1.47776
204.177,0.000680509,1.82246e-05,5.03023,-0.0052752,1.47775
204.182,0.000763109,2.26246e-05,5.0303,-0.00525267,1.47771
204.185,0.00102305,-5.80375e-05,5.0304,-0.00531046,1.47769
204.188,0.000593888,1.72876e-05,5.03045,-0.00529325,1.47766
204.192,0.000684077,1.51511e-05,5.03052,-0.00527816,1.47768
204.197,0.00077035,1.6387e-05,5.03059,-0.00526184,1.47772
204.2,0.000938512,2.26358e-05,5.03068,-0.00523931,1.47773
204.205,0.00102667,-6.11566e-05,5.03077,-0.0053002,1.47774
204.212,0.000684548,1.4745e-05,5.03083,-0.00528552,1.47777
204.213,0.000854542,-6.39928e-05,5.03091,-0.00534923,1.47777
204.217,0.000938106,2.29855e-05,5.031,-0.00532635,1.47777
204.22,0.000596152,1.53376e-05,5.03106,-0.00531108,1.47777
204.224,0.00093686,2.40589e-05,5.03114,-0.00528712,1.47776
204.228,0.000683443,-6.77117e-05,5.03121,-0.00535454,1.47775
204.232,0.000767586,1.87676e-05,5.03128,-0.00533585,1.47776
204.237,0.00102341,2.50525e-05,5.03137,-0.00531091,1.47776
204.24,0.000596986,1.46192e-05,5.03143,-0.00529635,1.47777
204.248,0.000855317,-6.46603e-05,5.03151,-0.00536073,1.47777
204.251,0.000767369,1.89548e-05,5.03158,-0.00534186,1.47778
204.253,0.000426615,1.02728e-05,5.03162,-0.00533163,1.47778
204.259,0.00102399,2.45552e-05,5.03171,-0.00530718,1.47779
204.261,0.000941505,-6.33507e-05,5.0318,-0.00537026,1.47781
204.264,0.00034385,6.01527e-06,5.03183,-0.00536427,1.47784
204.269,0.00102551,2.32455e-05,5.03193,-0.00534113,1.47786
204.279,0.00102817,2.09603e-05,5.03202,-0.00532026,1.47792
204.281,0.00085569,-6.49811e-05,5.0321,-0.00538496,1.47793
204.283,0.000682046,1.69002e-05,5.03217,-0.00536813,1.47793
204.285,0.000426367,1.04869e-05,5.03221,-0.00535769,1.47793
204.294,0.00145297,-5.06131e-05,5.03234,-0.00540808,1.47795
204.296,0.000597063,1.45531e-05,5.0324,-0.00539359,1.47795
204.297,0.000937946,2.31237e-05,5.03248,-0.00537057,1.47795
204.309,0.000681456,1.74085e-05,5.03255,-0.00535323,1.47795
204.309,0.000852385,2.12735e-05,5.03263,-0.00533205,1.47795
204.309,0.000939593,-6.17037e-05,5.03271,-0.00539349,1.47795
204.312,0.000594969,1.63562e-05,5.03277,-0.0053772,1.47793
204.316,0.000934545,2.60532e-05,5.03285,-0.00535126,1.4779
204.323,0.000682861,1.61983e-05,5.03292,-0.00533514,1.47791
204.324,0.000426339,1.05108e-05,5.03296,-0.00532467,1.47791
204.329,0.00102722,-6.16328e-05,5.03305,-0.00538604,1.47793
204.332,0.000939027,2.21926e-05,5.03314,-0.00536394,1.47795
204.336,0.0009396,2.1699e-05,5.03323,-0.00534233,1.47797
204.343,0.000429545,7.7488e-06,5.03327,-0.00533462,1.478
204.344,0.00102563,-6.02677e-05,5.03336,-0.00539463,1.47801
204.349,0.00102406,2.44998e-05,5.03346,-0.00537023,1.47802
204.352,0.000597435,1.42327e-05,5.03351,-0.00535606,1.47802
204.356,0.00042721,9.7606e-06,5.03355,-0.00534634,1.47803
204.361,0.00102592,-6.05135e-05,5.03365,-0.0054066,1.47804
204.364,0.0010235,2.49809e-05,5.03374,-0.00538172,1.47805
204.368,0.000939147,2.20892e-05,5.03383,-0.00535973,1.47806
204.372,0.0006831,1.59921e-05,5.03389,-0.00534381,1.47808
204.376,0.00085597,-6.52228e-05,5.03397,-0.00540875,1.47809
204.381,0.000942007,1.96254e-05,5.03406,-0.00538921,1.47813
204.384,0.000599315,1.26131e-05,5.03411,-0.00537665,1.47816
204.388,0.000938914,2.22896e-05,5.0342,-0.00535445,1.47817
204.392,0.00068291,1.61556e-05,5.03426,-0.00533837,1.47818
204.396,0.000770389,-6.70549e-05,5.03433,-0.00540514,1.47819
204.401,0.00102544,2.33059e-05,5.03443,-0.00538193,1.47822
204.404,0.000598252,1.35288e-05,5.03448,-0.00536846,1.47823
204.409,0.000855873,1.82691e-05,5.03456,-0.00535027,1.47827
204.412,0.000768683,1.78225e-05,5.03463,-0.00533252,1.47828
204.416,0.000430752,-7.66986e-05,5.03467,-0.00540889,1.47831
204.421,0.000936881,2.40407e-05,5.03476,-0.00538495,1.4783
204.424,0.00102244,2.58959e-05,5.03486,-0.00535917,1.4783
204.428,0.000938049,2.30346e-05,5.03494,-0.00533623,1.4783
204.433,0.000684507,-6.86284e-05,5.03501,-0.00540457,1.4783
204.436,0.000852677,2.10222e-05,5.03508,-0.00538363,1.47831
204.442,0.000942089,1.95546e-05,5.03517,-0.00536416,1.47835
204.444,0.000683211,1.58968e-05,5.03523,-0.00534834,1.47836
204.448,0.000348075,2.37532e-06,5.03527,-0.00534597,1.47844
204.453,0.00145993,-5.66146e-05,5.0354,-0.00540234,1.47852
204.465,0.000616596,-2.27291e-06,5.03546,-0.00540461,1.47872
204.466,0.000853776,2.00754e-05,5.03554,-0.00538462,1.47873
204.468,0.000686258,-7.01362e-05,5.0356,-0.00545446,1.47875
204.472,0.00085563,1.8479e-05,5.03568,-0.00543605,1.47879
204.48,0.000943564,1.82843e-05,5.03576,-0.00541785,1.47884
204.482,0.000683613,1.55508e-05,5.03583,-0.00540236,1.47886
204.486,0.000855852,-6.51208e-05,5.03591,-0.00546721,1.47887
204.488,0.000682935,1.61344e-05,5.03597,-0.00545114,1.47888
204.492,0.000427906,9.16118e-06,5.03601,-0.00544202,1.4789
204.493,0.00102526,-5.99414e-05,5.0361,-0.00550171,1.4789
204.496,0.0010238,2.4721e-05,5.0362,-0.00547709,1.47891
204.501,0.000857071,1.7237e-05,5.03627,-0.00545993,1.47896
204.513,0.00103528,1.4834e-05,5.03637,-0.00544516,1.47908
204.513,8.55109e-05,1.89271e-06,5.03638,-0.00544327,1.47909
204.516,0.00136961,-5.43627e-05,5.0365,-0.0054974,1.47912
204.517,0.000597483,1.41909e-05,5.03656,-0.00548327,1.47913
204.52,0.000430208,7.17804e-06,5.0366,-0.00547613,1.47917
204.525,0.00102926,2.00189e-05,5.03669,-0.00545619,1.47923
204.528,0.000943549,-6.51109e-05,5.03678,-0.00552103,1.47927
204.532,0.000943791,1.80885e-05,5.03686,-0.00550302,1.47933
204.536,0.000686242,1.32855e-05,5.03693,-0.00548979,1.47937
204.541,0.000770312,1.64198e-05,5.037,-0.00547343,1.4794
204.545,0.00102729,-6.16921e-05,5.03709,-0.00553487,1.47943
204.548,0.000513204,1.12367e-05,5.03714,-0.00552368,1.47944
204.56,0.000945188,1.68852e-05,5.03722,-0.00550686,1.47952
204.56,0.000596761,1.48129e-05,5.03728,-0.00549211,1.47952
204.56,0.000852436,2.12302e-05,5.03736,-0.00547097,1.47952
204.565,0.00102884,-6.30249e-05,5.03745,-0.00553373,1.47956
204.568,0.00059945,1.24967e-05,5.0375,-0.00552129,1.47959
204.575,0.000599255,1.26645e-05,5.03756,-0.00550868,1.47961
204.576,0.00102315,2.52765e-05,5.03765,-0.00548351,1.47961
204.58,0.000427908,9.15897e-06,5.03769,-0.00547439,1.47963
204.585,0.000942184,-6.39356e-05,5.03778,-0.00553806,1.47965
204.588,0.00102462,2.4015e-05,5.03787,-0.00551414,1.47967
204.592,0.000594649,1.66321e-05,5.03792,-0.00549758,1.47965
204.597,0.00102027,2.77607e-05,5.03802,-0.00546993,1.47963
204.6,0.000851388,-6.12754e-05,5.03809,-0.00553095,1.4796
204.605,0.000931834,2.83881e-05,5.03818,-0.00550268,1.47954
204.614,0.000672207,2.53754e-05,5.03824,-0.00547741,1.47944
204.614,0.000852159,2.14688e-05,5.03832,-0.00545603,1.47944
204.617,0.00101609,3.13592e-05,5.03841,-0.0054248,1.47937
204.62,0.000511382,-7.06022e-05,5.03846,-0.00549511,1.47935
204.624,0.00101883,2.90031e-05,5.03855,-0.00546623,1.47931
204.628,0.000679131,1.94109e-05,5.03861,-0.0054469,1.47928
204.632,0.000765306,2.0732e-05,5.03868,-0.00542626,1.47926
204.637,0.000935356,2.53545e-05,5.03877,-0.00540101,1.47924
204.643,0.000681102,-6.5695e-05,5.03883,-0.00546643,1.47921
204.644,0.000851935,2.16616e-05,5.03891,-0.00544486,1.47921
204.649,0.00101825,2.95053e-05,5.039,-0.00541547,1.47916
204.652,8.29379e-05,4.10906e-06,5.03901,-0.00541138,1.47914
204.657,0.00101967,-5.51341e-05,5.0391,-0.00546629,1.47909
204.66,0.00102193,2.63343e-05,5.0392,-0.00544006,1.47908
204.664,0.000765651,2.04347e-05,5.03927,-0.00541971,1.47906
204.669,0.000765056,2.09469e-05,5.03934,-0.00539885,1.47904
204.675,0.000766562,-6.37588e-05,5.03941,-0.00546234,1.47901
204.683,0.000934294,2.62692e-05,5.03949,-0.00543619,1.47898
204.683,0.000681888,1.70362e-05,5.03955,-0.00541922,1.47898
204.684,0.0003408,8.64232e-06,5.03959,-0.00541062,1.47898
204.689,0.001025,2.36897e-05,5.03968,-0.00538703,1.479
204.692,0.00102419,2.43854e-05,5.03977,-0.00536274,1.47901
204.696,0.000941692,-6.35113e-05,5.03986,-0.00542599,1.47903
204.7,0.000599378,1.25586e-05,5.03991,-0.00541348,1.47906
204.704,0.000855586,1.85164e-05,5.03999,-0.00539504,1.47909
204.709,0.00094009,2.12769e-05,5.04008,-0.00537385,1.47912
204.712,0.000598116,1.36454e-05,5.04013,-0.00536027,1.47913
204.716,0.000856666,-6.58219e-05,5.04021,-0.00542581,1.47915
204.72,0.000765558,2.05151e-05,5.04028,-0.00540538,1.47913
204.724,0.00076525,2.07802e-05,5.04035,-0.00538469,1.47912
204.73,0.000934151,2.63921e-05,5.04044,-0.00535841,1.47908
204.732,0.000597585,-6.93054e-05,5.04049,-0.00542742,1.47907
204.736,0.000935324,2.53821e-05,5.04058,-0.00540215,1.47905
204.741,0.000763153,2.25861e-05,5.04065,-0.00537966,1.47901
204.744,0.000679812,1.88246e-05,5.04071,-0.00536091,1.47899
204.749,0.000681195,-6.57751e-05,5.04077,-0.00542641,1.47896
204.752,0.000935722,2.50391e-05,5.04086,-0.00540148,1.47894
204.756,0.000679918,1.87329e-05,5.04092,-0.00538282,1.47892
204.77,0.00075997,-5.80801e-05,5.04099,-0.00544066,1.47883
204.77,0.000937481,2.3524e-05,5.04108,-0.00541723,1.47883
204.77,0.000937646,2.33817e-05,5.04116,-0.00539395,1.47883
204.772,0.000684171,-6.83389e-05,5.04123,-0.005462,1.47883
204.776,0.00042653,1.03465e-05,5.04127,-0.0054517,1.47883
204.781,0.00136213,3.54909e-05,5.04139,-0.00541636,1.47881
204.784,0.00068305,-6.7373e-05,5.04145,-0.00548344,1.4788
204.788,0.000847976,2.5072e-05,5.04153,-0.00545848,1.47876
204.792,0.000678656,1.98199e-05,5.04159,-0.00543874,1.47873
204.796,0.000765318,-6.26867e-05,5.04166,-0.00550116,1.47869
204.801,0.00110321,3.18693e-05,5.04177,-0.00546943,1.47864
204.804,0.000508534,1.52594e-05,5.04181,-0.00545423,1.47861
204.809,0.000934447,-5.72708e-05,5.0419,-0.00551126,1.47856
204.812,0.000680222,1.84715e-05,5.04196,-0.00549287,1.47854
204.816,0.000423633,1.28417e-05,5.042,-0.00548008,1.47852
204.821,0.00102399,-5.88513e-05,5.04209,-0.00553868,1.47851
204.824,0.000937016,2.39246e-05,5.04218,-0.00551486,1.4785
204.829,0.000339824,9.48257e-06,5.04221,-0.00550542,1.47849
204.833,0.00128171,-5.41931e-05,5.04233,-0.00555938,1.4785
204.836,0.000767992,1.84179e-05,5.0424,-0.00554104,1.47851
204.843,0.00093783,2.32237e-05,5.04249,-0.00551792,1.47851
204.85,0.000596861,1.47271e-05,5.04254,-0.00550325,1.47851
204.85,0.000426203,1.06279e-05,5.04258,-0.00549267,1.47851
204.853,0.00094073,-6.26829e-05,5.04267,-0.00555509,1.47852
204.856,0.00111104,-5.82863e-05,5.04277,-0.00561312,1.47853
